feature,timepoint,context,response,model,train_r2s,R^2,test_r2s,set,se_lower,se_upper
topo,9,C,ACTIVITY,MLR,"[0.4183941638153138, 0.45837326797917854, 0.41906446255610463, 0.46377273897905813, 0.4337668952842958, 0.4254297261573654, 0.38807142031358033, 0.45723347892698607, 0.38090726209202297, 0.43885807194821513]",0.4283871488052121,"[0.3106965734863688, 0.2222248994135817, 0.29779021879107426, 0.1870757647516632, 0.26872778970079214, 0.2845496754670702, 0.3782595110742457, 0.2263101960020103, 0.41536257486269546, 0.2921867906523089]",TRAIN,0.41990350796949727,0.43687078964092696
topo,9,C,ACTIVITY,RF,"[0.40626053405451024, 0.4599055954720991, 0.4501078892715693, 0.40063690829807364, 0.39372017515278734, 0.43678338361049507, 0.4353841543817296, 0.4145298352730945, 0.4581904076149097, 0.4660388430734047]",0.4321557726202673,"[0.36969184113006814, 0.26659512872344926, 0.32800741312170767, 0.38951245058211537, 0.3570144965851467, 0.3562186635024992, 0.32690265793965345, 0.3719109511354046, 0.2597846305440439, 0.2701090864146689]",TRAIN,0.4241545201657649,0.44015702507476967
topo,9,C,ACTIVITY,SVR,"[0.5655457974383777, 0.5398555898426962, 0.5416796424837949, 0.5619953159144111, 0.537227773427398, 0.5728962296767086, 0.5412584875742481, 0.5450953973559176, 0.5176567850913233, 0.5306967905722777]",0.5453907809377153,"[0.29189319911765654, 0.3181528760843152, 0.35134654074722305, 0.3065157190388381, 0.31898568825734774, 0.2843686119659118, 0.3192444395296684, 0.3034964673083034, 0.36868914242205564, 0.2788783643942394]",TRAIN,0.5403392647877528,0.5504422970876778
topo,9,C,ACTIVITY,MLP,"[0.48865982623582926, 0.4944341890111984, 0.4752778671550195, 0.46484582152007947, 0.45218388859513403, 0.44996394481225344, 0.5098156747290611, 0.49271369359074746, 0.5065586453086918, 0.46982439163933964]",0.4804277942597354,"[0.27751534641015463, 0.21693831186679402, 0.32074984868093825, 0.3325146641704336, 0.38884770480908704, 0.36738771411677384, 0.1741437636170171, 0.2747770720626632, 0.20800095808380903, 0.2787164986031496]",TRAIN,0.4740490218363719,0.48680656668309896
topo,9,C,GROWTH,MLR,"[0.7285483298617212, 0.726353291084368, 0.7272698126173438, 0.7374337185360063, 0.7370471126653486, 0.7600448523312129, 0.7439952504242026, 0.7367983116437438, 0.7425760806491755, 0.6939011038275913]",0.7333967863640715,"[0.6438792634329515, 0.6426322140831564, 0.6587019165452026, 0.6156027064338028, 0.6298864303909641, 0.5257172970151872, 0.5831907400275451, 0.6153877446202887, 0.6222226098632171, 0.7127207206873181]",TRAIN,0.7282796919893151,0.7385138807388278
topo,9,C,GROWTH,RF,"[0.7867150167364214, 0.7677967391901448, 0.7748665961710514, 0.7810540025054782, 0.7414612655474475, 0.761745223860604, 0.795939035386404, 0.7592823569803256, 0.7646212956461229, 0.7518983827342975]",0.7685379914758297,"[0.4753386192834349, 0.5414883343261567, 0.49194661125389394, 0.446951374661268, 0.5453586154884287, 0.5843740961058033, 0.44940798502238744, 0.5419016906891354, 0.6246547874023451, 0.5609165381514107]",TRAIN,0.7636027637067897,0.7734732192448697
topo,9,C,GROWTH,SVR,"[0.7146417878587655, 0.7110656563103159, 0.7006615487561973, 0.7131748226707005, 0.712647665671643, 0.7431300026347365, 0.7212016797473907, 0.7480399949713272, 0.7242662338414789, 0.736439247598045]",0.72252686400606,"[0.6349261076786561, 0.6457937475026521, 0.6863114744383126, 0.6209227209742506, 0.6629677076885455, 0.530887858763592, 0.6164819814385168, 0.5450121842350939, 0.6127661287939056, 0.5687572454673617]",TRAIN,0.7179112058011058,0.7271425222110143
topo,9,C,GROWTH,MLP,"[0.7233037664456012, 0.7325127219002237, 0.7265819653469583, 0.7186453937073805, 0.7432375423617477, 0.7348026492926629, 0.7298137773239437, 0.7380055811071933, 0.7090878304514717, 0.7188025105029867]",0.7274793738440171,"[0.6200002041973235, 0.6088664920815902, 0.6297335795362242, 0.6788736095390161, 0.5879774183420658, 0.6020323683767146, 0.6568934833368263, 0.6021491274804464, 0.673785098031614, 0.6378157256271754]",TRAIN,0.7243917333533691,0.730567014334665
topo,9,C,SYMMETRY,MLR,"[0.15805779050997482, 0.12511869265062225, 0.12357821187736118, 0.14579754816113444, 0.10109538261705076, 0.11193232509978557, 0.15736192054293208, 0.11104985715266047, 0.10506314347573242, 0.11072451787065996]",0.12497793899579142,"[0.027712101192943317, 0.057920787278890384, 0.030773050614712694, 0.022730935520972495, 0.0912808363442752, 0.06266799307278281, -0.010744448804360651, 0.0565815564076152, 0.09074646987262891, 0.07380572573727784]",TRAIN,0.11856486710335681,0.13139101088822602
topo,9,C,SYMMETRY,RF,"[0.2874118923165858, 0.3041497118024885, 0.29801427329263985, 0.3108716279434569, 0.29714076377855614, 0.2930527323952723, 0.28883142497707837, 0.2857286314990721, 0.27520465147618767, 0.29715892410356004]",0.29375646335848976,"[0.07122506956879926, 0.06291030836558598, 0.07155850850997325, 0.047897101531817476, 0.042310040721367126, 0.04530588779041489, 0.09964363618908634, 0.09993350861243766, 0.06367722504622808, 0.04124471582917966]",TRAIN,0.2907303631017374,0.29678256361524213
topo,9,C,SYMMETRY,SVR,"[0.3910293350028262, 0.3590607894943336, 0.4428200284749244, 0.3477166642083238, 0.36456827835446604, 0.40724662648165766, 0.4178579195749911, 0.3984951078704303, 0.36216841752433493, 0.4120703151205459]",0.39030334821068335,"[-0.055378738413243145, 0.06182287609984849, -0.2510993125343006, 0.07303132756458963, 0.02700775638270292, -0.04442851720118579, -0.07033893879868613, -0.026426646847972357, 0.012628051725282696, -0.05347865132295393]",TRAIN,0.38103547094892226,0.39957122547244445
topo,9,C,SYMMETRY,MLP,"[0.14046084487732347, 0.1899267727357835, 0.15541043317290726, 0.11802819524279018, 0.13765575831998944, 0.12925974266803164, 0.10258726055285894, 0.10706332699293242, 0.15100687546159086, 0.13513013484240433]",0.13665293448666122,"[0.047251624635784695, -0.10031884527101131, 0.04451602822244727, 0.09327220937686875, 0.07082776989396311, 0.010036207742062597, 0.09905516778670653, 0.023708017554511462, 0.05155932006885122, 0.051986284833830165]",TRAIN,0.1290035154331796,0.14430235354014284
topo,10,C,ACTIVITY,MLR,"[0.486987361837917, 0.5215100369976746, 0.427018674514804, 0.49244320316434065, 0.5185313018590494, 0.5179815576035016, 0.4990510196800031, 0.5121018411114031, 0.5062285010774865, 0.461334104271785]",0.4943187602117966,"[0.2523752757121597, 0.1530109479484777, 0.09821225142125756, 0.29526216322349674, 0.25445934484613286, 0.17672923119907302, 0.28510278293209, 0.14531185119576084, 0.2700392651332829, 0.3804475239534083]",TRAIN,0.4853518370835605,0.5032856833400328
topo,10,C,ACTIVITY,RF,"[0.44857479380678067, 0.4434121979771166, 0.4631986982462625, 0.4065781194385988, 0.4202931126513949, 0.45850501814710454, 0.48607759382428495, 0.5061791714591473, 0.42947794595211475, 0.41671603065611595]",0.44790126821589216,"[0.31679844704653615, 0.28969093102685095, 0.25570176122431776, 0.35542002143803464, 0.369233103357827, 0.2531196400147505, 0.14848749051471655, 0.1645104803350722, 0.3172750199500449, 0.351973190678601]",TRAIN,0.4384130898694999,0.4573894465622844
topo,10,C,ACTIVITY,SVR,"[0.5794602124536754, 0.5206694061659628, 0.564234778268741, 0.5677573957916447, 0.5204420061093045, 0.5556016090437272, 0.6055537073034989, 0.5792415958580769, 0.5616711045605649, 0.5774088238314212]",0.5632040639386617,"[0.2096067532613598, 0.4210031757863638, 0.3412891225851763, 0.3027631527196025, 0.4978014797416723, 0.34327667245151416, 0.1647460384826066, 0.32051427178170244, 0.30482935719511384, 0.30993981940761384]",TRAIN,0.5553069344089729,0.5711011934683505
topo,10,C,ACTIVITY,MLP,"[0.5638824383500485, 0.5421473185229716, 0.5747585263933761, 0.5396533407770927, 0.5396131336976766, 0.6199878903812749, 0.6071044010120594, 0.5781722378503777, 0.5399072493083998, 0.6104383130469051]",0.5715664849340183,"[0.35943452252530406, 0.3516520821898289, 0.3287812196791704, 0.4414167784006606, 0.2949578765225064, 0.27707589995125415, 0.3210404142249581, 0.3358438873858398, 0.39689645474779045, 0.2797107266773361]",TRAIN,0.562006817232888,0.5811261526351486
topo,10,C,GROWTH,MLR,"[0.47895929371988155, 0.5078640886700163, 0.43030994752726226, 0.5072130640555887, 0.5082052571014912, 0.49201013908263325, 0.5133365513799878, 0.4629649118991589, 0.4799322303377279, 0.5026646953849367]",0.4883460179158685,"[0.49243239688304885, 0.4318150798027839, 0.5241686989152989, 0.4291519127483262, 0.43889006487562465, 0.4431128647749064, 0.4027268929574447, 0.5051669174357922, 0.46288507556680614, 0.4274096856802124]",TRAIN,0.4805066458813446,0.4961853899503924
topo,10,C,GROWTH,RF,"[0.7466869792398463, 0.7535134422240664, 0.748894908242276, 0.7744589020116884, 0.7525607705559875, 0.7797782855132198, 0.7576862421092263, 0.7701800668638198, 0.754082086947918, 0.774018017797056]",0.7611859701505105,"[0.5481092930614749, 0.509022124154088, 0.5821973275624462, 0.48710190759458083, 0.5991559562626622, 0.4725004949585495, 0.5191646442538566, 0.47402686585483256, 0.4762514091974692, 0.5259180844141287]",TRAIN,0.7575463739102175,0.7648255663908035
topo,10,C,GROWTH,SVR,"[0.8007905854576007, 0.803688938447999, 0.8029504496136588, 0.7585538839288819, 0.7966713210066678, 0.7845397956822506, 0.801624663313433, 0.7883548505562122, 0.7960504081127535, 0.7900920153346801]",0.7923316911454138,"[0.5609494888059648, 0.5455870188647142, 0.49342384874450607, 0.639936990511472, 0.5322252268325207, 0.5717651003091526, 0.5398383140653804, 0.5543005475021234, 0.5452890402043591, 0.5211873555948383]",TRAIN,0.7882637630859585,0.7963996192048691
topo,10,C,GROWTH,MLP,"[0.6815391561813133, 0.6494790507594612, 0.7131402985863503, 0.6824425794829412, 0.655751724726443, 0.6981158248481041, 0.6947103391858488, 0.6868842416860927, 0.7088676660082429, 0.6875779693304185]",0.6858508850795216,"[0.5991859892670652, 0.6693669627431926, 0.5326122196304317, 0.5260115627237129, 0.5358649415272382, 0.5985205770403994, 0.5920500080061792, 0.6022723122177516, 0.5786880193754246, 0.5450048679192114]",TRAIN,0.6797136780981333,0.6919880920609099
topo,10,C,SYMMETRY,MLR,"[0.18510012189973435, 0.13758296575945095, 0.15388691425828915, 0.14489515404634112, 0.1422306400864929, 0.15585012524012387, 0.12920426779930616, 0.16961467540544362, 0.16116531326070405, 0.16329795965173977]",0.15428281374076258,"[-0.017338619374026365, 0.038308809796251286, 0.03959438198605314, 0.08343878475847166, 0.05833187908627824, -0.02660279289283718, 0.1259721693880156, -0.008332139243142356, 0.0261191246320025, -0.03554497042783211]",TRAIN,0.14932576950562407,0.1592398579759011
topo,10,C,SYMMETRY,RF,"[0.3283852021700313, 0.3067218373514702, 0.30512319285376, 0.316757869660098, 0.3147115108999319, 0.30592484645911333, 0.31317298293481, 0.2864353181409388, 0.3164298894686758, 0.29141392826991563]",0.3085076578208745,"[-0.0029096691288714727, 0.05204398011447331, 0.07463778710526692, 0.05568723079936777, 0.02597567604544382, 0.06579625458819771, 0.02594348921807832, 0.09734873448545622, 0.06689132746865378, 0.059482368033921706]",TRAIN,0.30478355254339884,0.3122317630983502
topo,10,C,SYMMETRY,SVR,"[0.36950242122115273, 0.39376473373588894, 0.35732294635018935, 0.4063515164894197, 0.3979846518778797, 0.3570166519465473, 0.4007072953590921, 0.38217204252474324, 0.4032766041528003, 0.4165483884638703]",0.3884647252121584,"[-0.04114110139696603, -0.02607523943517487, 0.07000950308592269, -0.05346505591136275, -0.014237913643263544, 0.12264420865852699, 0.02463372381281681, 0.022594795976503046, -0.007850225243478226, -0.0039550185961074735]",TRAIN,0.3821761805869547,0.39475326983736214
topo,10,C,SYMMETRY,MLP,"[0.36720694624190964, 0.12330080496726448, 0.16316535684948053, 0.21736533964817606, 0.13074387031516566, 0.20649914861014518, 0.18206000685349022, 0.22116476010742625, 0.09168868906125094, 0.0901657984921973]",0.17933607211465066,"[-0.07434966600002646, 0.05035211877695034, -0.03096365640581933, 0.04654648606647438, 0.01623813221389081, 0.02082763423241274, 0.057393841584627237, -0.04697932676215122, 0.14192559078195155, 0.034864561065450994]",TRAIN,0.15471237845487737,0.20395976577442396
topo,11,C,ACTIVITY,MLR,"[0.4398100139086458, 0.4224806640000487, 0.4029156602592573, 0.34956175063745154, 0.4029092268638591, 0.40690097224922406, 0.442446371112278, 0.4042858548186732, 0.37220150212622416, 0.36746352229640167]",0.4010975538272064,"[0.23804532882576668, 0.2753237608895527, 0.3001207224403116, 0.385924687646247, 0.303056485271192, 0.28678316947255034, 0.22836675277948026, 0.3173280517075566, 0.3767849621868141, 0.38058065736960445]",TRAIN,0.39196616940467083,0.410228938249742
topo,11,C,ACTIVITY,RF,"[0.4820640276299848, 0.4448299725339949, 0.4516938092737086, 0.4446833890771892, 0.45441344887820423, 0.40145947605157095, 0.442310535799297, 0.4279230165015061, 0.44601379368510097, 0.41594467661913537]",0.4411336146049692,"[0.2362951151657029, 0.34813717298167157, 0.30182384284075237, 0.35145343860459877, 0.2990924099128649, 0.46706299894904246, 0.3227100180110015, 0.35751843484879076, 0.3363027725115394, 0.4069923742727293]",TRAIN,0.434502117457779,0.4477651117521594
topo,11,C,ACTIVITY,SVR,"[0.5645440777729874, 0.5578994916152913, 0.6043042483379104, 0.5628664869624856, 0.5637227863539322, 0.5567176246256629, 0.5378941890169888, 0.588783895544239, 0.6101767963053849, 0.5317883515842401]",0.5678697948119122,"[0.3406489834329196, 0.30628120374023726, 0.25787293671353495, 0.3487232884325965, 0.41652474757386726, 0.36301361209504224, 0.38965638637483746, 0.3101742198509041, 0.2559513925824265, 0.47721927264987074]",TRAIN,0.560103052969403,0.5756365366544215
topo,11,C,ACTIVITY,MLP,"[0.6331321057586357, 0.5715010964799299, 0.606793117914459, 0.6152714212278332, 0.5850280029781418, 0.6400367316470079, 0.6650736840342759, 0.5558838891973303, 0.5963458576990252, 0.6113134784861703]",0.6080379385422809,"[0.28481012802471484, 0.3314635691213331, 0.37604015705440785, 0.28273559204954835, 0.2611880373618488, 0.30101707752792095, 0.20523346229097983, 0.377766350181318, 0.3028593641703782, 0.29847400731635854]",TRAIN,0.5981929063714718,0.6178829707130901
topo,11,C,GROWTH,MLR,"[0.7481473662718159, 0.7344278423461772, 0.7242051348352322, 0.7302984991042982, 0.7357615925162035, 0.7387267950799834, 0.7323845851724596, 0.7486626465966537, 0.7170012239925849, 0.7394667881567347]",0.7349082474072144,"[0.5400988022855957, 0.5772460359025506, 0.6246339846758683, 0.6375689319509242, 0.5824414445361048, 0.5896380173056133, 0.6062027305483941, 0.5679570695403364, 0.6312803593773745, 0.5868760423169339]",TRAIN,0.7319695145014241,0.7378469803130047
topo,11,C,GROWTH,RF,"[0.7528678024497268, 0.7498071096372905, 0.7376176099512756, 0.7405462455181498, 0.7602208181007641, 0.7600156047412825, 0.7587123435821691, 0.7391625533234122, 0.751951264127169, 0.7495984949120107]",0.7500499846343249,"[0.5665881146475997, 0.5437630200479071, 0.5309447011110834, 0.5557114192909991, 0.47469693961711523, 0.5482837718698164, 0.500852762682148, 0.5568183175188717, 0.5217146068741891, 0.5852811927612789]",TRAIN,0.7474945299776314,0.7526054392910184
topo,11,C,GROWTH,SVR,"[0.7106612739771434, 0.7150807766867737, 0.7085261203687261, 0.7387473349169618, 0.6800720852928929, 0.7249597627575888, 0.6986711515453965, 0.7254189683714407, 0.7309524566768311, 0.7024903200285155]",0.7135580250622271,"[0.6286536847574645, 0.64343647611141, 0.6352896753111212, 0.5636643929650191, 0.7034600103061824, 0.5707839829964287, 0.6159019891705702, 0.589885460241892, 0.5607025701549517, 0.668551164653423]",TRAIN,0.7083530270362242,0.71876302308823
topo,11,C,GROWTH,MLP,"[0.7348966022366552, 0.7402791649754994, 0.7180832398977697, 0.7017756395187644, 0.7252108683624188, 0.7251004260730869, 0.7265876019609449, 0.724024461304789, 0.7381494735417379, 0.7111036841100644]",0.7245211161981732,"[0.5730906576001167, 0.5964163615154425, 0.6313455567464721, 0.6925789787229475, 0.6458318535026593, 0.6040186549273066, 0.6116443553801859, 0.6529612354510925, 0.5798273488986915, 0.6299778550860076]",TRAIN,0.7209352302997805,0.7281070020965659
topo,11,C,SYMMETRY,MLR,"[0.14634534268957, 0.12906767247838824, 0.16156116263508813, 0.14729383444953292, 0.15528995590713401, 0.14862040023735956, 0.1579849050378742, 0.1391010458705172, 0.1705400102311858, 0.191255998924595]",0.15470603284612452,"[0.06998199799299332, 0.11028063992600523, 0.07904634822584977, 0.09427052657655632, 0.028223132218158975, 0.07703201144871763, 0.06928041286916475, 0.0689486627220307, 0.06680639757781848, 0.004595891077481595]",TRAIN,0.14950274780333617,0.15990931788891288
topo,11,C,SYMMETRY,RF,"[0.22010315381487744, 0.22545378586439369, 0.21393403105379072, 0.20462582136015395, 0.20524547174333785, 0.19755824809572953, 0.21871729488604807, 0.19823535683359972, 0.23284560869796955, 0.24011154754487263]",0.2156830319894773,"[0.0328498286986324, 0.05987878993677742, 0.03279575228603715, 0.08333505833875832, 0.075323791703227, 0.04530187748589076, 0.0638559504799916, 0.06315577359925151, 0.026691523432511688, 0.02736146864127076]",TRAIN,0.21134401020377228,0.22002205377518233
topo,11,C,SYMMETRY,SVR,"[0.3497759494123375, 0.36820093946005494, 0.41955953873595064, 0.4033446188324622, 0.43388750106229623, 0.3772069987024962, 0.42440702806446606, 0.40715897428908643, 0.4013578937732495, 0.43020216698164526]",0.4015101609314045,"[-0.044840314676951154, 0.11668019925682183, -0.1073945439670787, -0.10456701525585665, -0.0014341859989368544, 0.025856894433404443, -0.10847859928876713, 0.05600886500382296, -0.03942467664714977, -0.004838259607626849]",TRAIN,0.39306418910274055,0.4099561327600685
topo,11,C,SYMMETRY,MLP,"[0.20312484940835218, 0.20389861124472441, 0.1526731530061598, 0.11539661450820848, 0.1669692252144741, 0.2520968963618233, 0.254141254306094, 0.11525196655104464, 0.17273748354857943, 0.13492315078470385]",0.17712132049341642,"[-0.015846919515858593, 0.04516431684454569, -0.009829908470972981, 0.028916333849904774, 0.058382468546393396, -0.03681986756415889, -0.19300971183407256, 0.14457776873953543, 0.12213600771650324, 0.13776817611622594]",TRAIN,0.16192755474272538,0.19231508624410745
topo,12,C,ACTIVITY,MLR,"[0.4805823144797755, 0.4709744148801057, 0.47435924518953676, 0.4433056621559056, 0.5071876477381592, 0.46316543818224265, 0.49518406030904394, 0.5242715710280355, 0.4749474716123844, 0.45646924924415366]",0.4790447074819342,"[0.38260238303509375, 0.38364219886374573, 0.37515916609292455, 0.42963009277256703, 0.2937772303741858, 0.42087961147512365, 0.38661071554722404, 0.2791819969986228, 0.35316477297624715, 0.3947489096154515]",TRAIN,0.47180365120005235,0.486285763763816
topo,12,C,ACTIVITY,RF,"[0.5075737953321496, 0.4938426345351703, 0.49324775726986547, 0.424399624923648, 0.4744548413143699, 0.4405559798378199, 0.5137696397928937, 0.4780055882990195, 0.46540054194591707, 0.45263429339958017]",0.4743884696650433,"[0.256608632636397, 0.3204239245663536, 0.27875585409667836, 0.4871785237906866, 0.3242649615242069, 0.3932121236878018, 0.1899935336375964, 0.30286066916066245, 0.34739821232345514, 0.4042759309040641]",TRAIN,0.46567244040362166,0.4831044989264649
topo,12,C,ACTIVITY,SVR,"[0.49586098741844753, 0.493626928843527, 0.5284433047144009, 0.48803336629027494, 0.4605423773422209, 0.5363624886476357, 0.47850377351204476, 0.507532801495435, 0.5117825080395297, 0.5152391938683093]",0.5015927730171825,"[0.36584055464661847, 0.36366631043685504, 0.2285357998012576, 0.3649916653417796, 0.44103152065870777, 0.2853960953476281, 0.36284517142585204, 0.32108204641621485, 0.2723617706719318, 0.26586584661145574]",TRAIN,0.4946981185289621,0.5084874275054029
topo,12,C,ACTIVITY,MLP,"[0.5349590102733699, 0.5139402558731399, 0.48471733617760493, 0.5580530612381895, 0.5337252149162826, 0.5087433403317831, 0.5153067922530069, 0.5339735880866787, 0.556573105546557, 0.5246223408731114]",0.5264614045569724,"[0.31435050495634653, 0.36111671429901726, 0.48027497979455425, 0.2587131541415406, 0.3354971015536, 0.4217991398779649, 0.35689136716173353, 0.35118977782830285, 0.24713984885239904, 0.21957858656490037]",TRAIN,0.5198076565954259,0.5331151525185189
topo,12,C,GROWTH,MLR,"[0.3673160912619572, 0.4439607897359501, 0.4356477099378957, 0.37720741308979744, 0.4120389169365474, 0.4270507284085143, 0.3990949408253124, 0.3925653167157729, 0.42290708245511466, 0.37401216277940996]",0.4051801152146272,"[0.3619981055758398, 0.32095292887387983, 0.3399566576749191, 0.40999652306474255, 0.39116553041838864, 0.3548758534301749, 0.38402453730482056, 0.4056419318064939, 0.33615880323779845, 0.41554396730585363]",TRAIN,0.3970219368541079,0.4133382935751465
topo,12,C,GROWTH,RF,"[0.8492954747988968, 0.8479200074901183, 0.8405367498573166, 0.8562200299248889, 0.8538142506671138, 0.850385125777158, 0.8474273541077065, 0.8481011734647499, 0.8422055468608931, 0.8490356600226959]",0.8484941372971537,"[0.44655640779685146, 0.5608416522147539, 0.4701047751499099, 0.432215155119378, 0.4543227009396039, 0.46629473486466555, 0.48354369446764645, 0.43942814155951704, 0.5197581887886507, 0.45680794381711154]",TRAIN,0.8470905963972335,0.849897678197074
topo,12,C,GROWTH,SVR,"[0.6902492160285016, 0.6985628684530758, 0.7008834030265181, 0.6910693774259886, 0.7199848279033605, 0.6742526717759161, 0.7044566384180266, 0.6930736304735658, 0.6642768162730026, 0.6671812988636436]",0.69039907486416,"[0.4487642364489184, 0.4313162983356259, 0.4196926439369649, 0.5073683413726532, 0.40298131421828887, 0.555413160739928, 0.43971362139409276, 0.4924086183108596, 0.5404270678026234, 0.5500401207406557]",TRAIN,0.6851652718504324,0.6956328778778875
topo,12,C,GROWTH,MLP,"[0.7765279151485672, 0.745660209244021, 0.7389404764062768, 0.7893237586672821, 0.8329042200734382, 0.755184882993156, 0.7600038634209364, 0.7284068131779752, 0.7825236582277889, 0.7855815950586265]",0.7695057392418068,"[0.501195734239295, 0.4852314102508435, 0.5616258240555658, 0.4720937288167324, 0.5527495924661692, 0.5132817849054527, 0.35760257823738417, 0.5969058036569487, 0.4364729906924314, 0.5774052195957624]",TRAIN,0.7603533240088577,0.7786581544747558
topo,12,C,SYMMETRY,MLR,"[0.1775330460899358, 0.16683098533389917, 0.226367051249019, 0.19418372483031343, 0.14257828717271237, 0.1677247727700788, 0.17707348736175677, 0.2149076645761845, 0.20273950239554162, 0.19407565680410932]",0.18640141785835507,"[0.13218706280899217, 0.13160853452761945, 0.054928499253600105, 0.06838213674236482, 0.1710834538509146, 0.17741069769012063, 0.12492704228249774, 0.09460790524492713, 0.06249844855383446, 0.1066841827367655]",TRAIN,0.1789086258586982,0.19389420985801192
topo,12,C,SYMMETRY,RF,"[0.2799959930405509, 0.24701152328139142, 0.2882505504641226, 0.2728126433531538, 0.26878599304828366, 0.28552963036939694, 0.2593051463049494, 0.2847498787011469, 0.2956956229067138, 0.26904458905621587]",0.27511815705259257,"[0.12363504028927153, 0.1564998014589144, 0.12386986740630379, 0.15364455574242852, 0.1399086643793549, 0.11485464021325287, 0.13727955828988525, 0.15049363794768345, 0.05040688757885903, 0.1486625002940729]",TRAIN,0.2707099963549594,0.27952631775022574
topo,12,C,SYMMETRY,SVR,"[0.4334000275407822, 0.3970790763566827, 0.4410094985382098, 0.44962415297637603, 0.4283084816134719, 0.4503694445354024, 0.4321643997449004, 0.40530556691007047, 0.41866401088935146, 0.4150772002546904]",0.4271001859359938,"[-0.013041539362228072, 0.0496911911019815, -0.026317861692552347, 0.023385967095708393, 0.00037344496032842844, -0.030088480035862508, -0.0808304110859106, 0.05367207144896502, -0.024615674582508795, 0.11215567726739706]",TRAIN,0.4217140515325194,0.4324863203394682
topo,12,C,SYMMETRY,MLP,"[0.19091506727019725, 0.17408937435685667, 0.17560223349952342, 0.2515679498139217, 0.1622222592284035, 0.22785274961054813, 0.2836661570897804, 0.3359101812554659, 0.3315104565821496, 0.23335743863330416]",0.2366693867340151,"[0.17507573718289604, 0.1740310055542239, 0.16233160380721234, 0.03322122258003557, 0.1370518793354185, 0.09902255702404483, 0.007251568138446074, -0.14310686401378203, -0.13361742073822747, -0.01654027685497228]",TRAIN,0.21752670739698948,0.25581206607104073
topo,13,C,ACTIVITY,MLR,"[0.5760198819527567, 0.5812482461231312, 0.5871989022874027, 0.5495820622606156, 0.5678738744932861, 0.5843815587773455, 0.5671170213613186, 0.5762114360200765, 0.5555541152977048, 0.5406779819005654]",0.5685865080474203,"[0.42727215820423015, 0.38757765517477905, 0.3721608189274872, 0.500568322903804, 0.4613385401483433, 0.386695169941108, 0.4510456923036572, 0.4019242922782319, 0.47122931415241165, 0.48474234875947964]",TRAIN,0.5639151224691926,0.5732578936256479
topo,13,C,ACTIVITY,RF,"[0.49901468590585285, 0.4891127279266386, 0.5063742120829584, 0.5145487367192139, 0.5101296038235759, 0.5210392997419517, 0.46344593488117947, 0.5291209397807208, 0.517044570710087, 0.5217058867721733]",0.5071536598344352,"[0.4277681422975037, 0.4162898175284041, 0.3855730349208023, 0.3745629185042746, 0.3623195500160864, 0.32956262837757133, 0.42428929175755026, 0.3147312575941458, 0.3893330728042135, 0.35524025596470166]",TRAIN,0.5013647012963783,0.512942618372492
topo,13,C,ACTIVITY,SVR,"[0.5442570976031402, 0.5676087351229528, 0.5351082754054611, 0.49431832543129284, 0.5083608248308374, 0.5064299967606045, 0.5518214770979109, 0.5493505607468048, 0.5342726087602885, 0.5251895885333843]",0.5316717490292677,"[0.37123566420412824, 0.2989356355915551, 0.35199268370103, 0.5073843668886675, 0.4676061047050628, 0.47306159302216033, 0.37167981910966996, 0.40870154080070853, 0.40779004322320034, 0.40854566878786247]",TRAIN,0.5247400638215824,0.538603434236953
topo,13,C,ACTIVITY,MLP,"[0.5681013082405377, 0.5570619755516706, 0.596784552028861, 0.6044759437890986, 0.5638120729641405, 0.6065320839732803, 0.5243251808750339, 0.56269434370555, 0.619379842046498, 0.542508970918524]",0.5745676274093194,"[0.4473656249077218, 0.4608352819046694, 0.39181170002856136, 0.3773134526119577, 0.45286561796242875, 0.3044406422011937, 0.5883461076039231, 0.46755288228388037, 0.34302495669140987, 0.546100860386607]",TRAIN,0.5653075307413716,0.5838277240772672
topo,13,C,GROWTH,MLR,"[0.6148559464949023, 0.6204637803208148, 0.6011200966875795, 0.6420235836995642, 0.5822371501443516, 0.5845553830375568, 0.5965569506126489, 0.6245648606675075, 0.5780059197553555, 0.6189825635984295]",0.606336623501871,"[0.5258541467781477, 0.5020482762675507, 0.4940996590671376, 0.42007847798723963, 0.5051843465903844, 0.5685726146172201, 0.5308170334259621, 0.46744356829187794, 0.5815271779270403, 0.5125337423455687]",TRAIN,0.5999973861943062,0.6126758608094358
topo,13,C,GROWTH,RF,"[0.7180625887143297, 0.7189715435339504, 0.7052328622116578, 0.6841004533269384, 0.7017028100321095, 0.7254821675254465, 0.6882218432664313, 0.6994961812792824, 0.7008331633650797, 0.7307308602507134]",0.7072834473505941,"[0.38050467840770674, 0.46327274991279765, 0.42537699969073317, 0.5023626765991602, 0.3868004453101124, 0.3902295673048318, 0.44516625915040375, 0.484091485795729, 0.40166614476968676, 0.3457192396004237]",TRAIN,0.7026227949075815,0.7119440997936067
topo,13,C,GROWTH,SVR,"[0.6526843917068845, 0.6238060998606747, 0.6331105079961994, 0.630668199058628, 0.6553555369603121, 0.622349242510492, 0.6708364908270172, 0.6338573241495276, 0.6282934769545612, 0.6114201229284515]",0.6362381392952747,"[0.45568828425077834, 0.5357085127137868, 0.45464535146663765, 0.5292094127342912, 0.43446970464761014, 0.5190952301487871, 0.4169555993190922, 0.4795502420686044, 0.5181049079806983, 0.6113182332511898]",TRAIN,0.6308474220075493,0.6416288565830002
