feature,timepoint,context,response,model,train_r2s,R^2,test_r2s,set,se_lower,se_upper
topo,4,C,GROWTH,MLP,"[0.423783680063066, 0.4250659053867655, 0.4429634987419826, 0.4813932863867607, 0.35165629877410387, 0.3979702114661302, 0.4312216542967958, 0.45529576072650124, 0.42360361602965013, 0.40422620837948453]",0.42371801202512416,"[0.3506997615518478, 0.2164367310812817, 0.2216589905592261, 0.016132086343918495, 0.41093676678808344, 0.2578924363105902, 0.21640808274889944, 0.29191155713344563, 0.26328445592421734, 0.2593732283245165]",TRAIN,0.4132356986988803,0.434200325351368
topo,4,C,SYMMETRY,MLR,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,"[-0.0015917176180235693, -0.010333823228147132, -0.022722387110906794, -0.03264469133175929, -0.010481394603480743, -0.0011124171892793466, -0.01370135104926451, -0.0005115379785340934, -0.01138087406955779, -0.0003978585625468156]",TRAIN,0.0,0.0
topo,4,C,SYMMETRY,RF,"[0.2773430336113074, 0.2559602282781621, 0.264818600983446, 0.2665086188052975, 0.2736925244895285, 0.27285289868842955, 0.2667986808587631, 0.2519240281209576, 0.25683886009702894, 0.2543713627524118]",0.26411088366853325,"[0.021765952361183283, 0.007070971289909744, 0.0008387768627613479, 0.017205029076351908, 0.004401822886942686, -0.01728514883157861, 0.01905781709098786, 0.050759269193960566, 0.03489139002974928, 0.008050290338697197]",TRAIN,0.2614285564387036,0.2667932108983629
topo,4,C,SYMMETRY,SVR,"[0.31582409141901346, 0.35740150961939376, 0.3613951768620791, 0.30915530480574127, 0.31784749378375377, 0.3029537565211633, 0.34816935951781025, 0.34331919750798845, 0.37177269269922464, 0.28400026136841416]",0.33118388441045826,"[0.010462972800745374, -0.034154399062894525, -0.05337351026735737, 0.010563734361994537, -0.08731537774006615, 0.0846078519426019, -0.12071535137164613, 0.02440078881441532, -0.1291440449992063, 0.05915942452996348]",TRAIN,0.32246288395798584,0.3399048848629307
topo,4,C,SYMMETRY,MLP,"[0.05854701171565979, 0.3805124869840525, 0.10730540845756875, 0.0668817582983603, 0.1034767124006174, 0.1007414904807159, 0.06175165162065521, 0.04476394233796499, 0.02435729315797508, 0.07011067148382255]",0.10184484269373924,"[-0.008919571447186803, -0.3609872423085154, -0.11383379696718965, 0.03604553821426204, -0.09749204937894196, -0.07260772644350366, -0.04206627118600248, 0.02879404888974435, -0.032496225408177315, -0.05920284644928686]",TRAIN,0.07140415533508207,0.1322855300523964
topo,5,C,ACTIVITY,MLR,"[0.370524402611245, 0.32868986885677653, 0.3252552570973617, 0.3772263531062967, 0.3468191479328613, 0.3504908399756852, 0.30302315558047166, 0.3451454848272427, 0.35475937053588813, 0.3522136482777901]",0.3454147528801619,"[0.1567687036717006, 0.25339508681562417, 0.3150422247406014, 0.14482432780645416, 0.21347796699951316, 0.16986797157560007, 0.3433545184643515, 0.20554369177783738, 0.12510474006613714, 0.1841175577126437]",TRAIN,0.3388672302152863,0.35196227554503745
topo,5,C,ACTIVITY,RF,"[0.4133312287951968, 0.3767875342588284, 0.39960375071822296, 0.38225676014872434, 0.3698944337370851, 0.3950650584072827, 0.3759703716011432, 0.3903751892145202, 0.39060484916605287, 0.3831296471618947]",0.3877018823208951,"[0.26184493687083, 0.36043319576730104, 0.28004673887807885, 0.35084308955667665, 0.3355718487171452, 0.21398604440319902, 0.34937192084185487, 0.27587088086332456, 0.302690995186335, 0.28434074360742323]",TRAIN,0.3838383097867636,0.3915654548550266
topo,5,C,ACTIVITY,SVR,"[0.5050094841505421, 0.503936308322141, 0.5159665089979533, 0.49914921930403333, 0.5101447246291799, 0.4870025735404059, 0.486373079028654, 0.5129273358620583, 0.5345450972959014, 0.49967591692306246]",0.5054730248053932,"[0.2873433355962506, 0.28692469833869616, 0.2905812777565189, 0.24616743576591626, 0.26379889380356714, 0.2513325030965492, 0.32268876435823, 0.32182893873901397, 0.21222046947517903, 0.31503830766274965]",TRAIN,0.5012129438391678,0.5097331057716187
topo,5,C,ACTIVITY,MLP,"[0.54648587906226, 0.5338910407962728, 0.49675934276794276, 0.5174867389414504, 0.4832309261716131, 0.5157207654960138, 0.5279025820334102, 0.5538817667772284, 0.5177208158196839, 0.4877790087649042]",0.5180858866630779,"[0.16806787465789563, 0.18789750926358195, 0.2699156637379394, 0.2311135513272038, 0.2272640881188982, 0.28914832328223283, 0.20883263855253476, 0.1866509940628548, 0.23123496851732783, 0.20847376751070967]",TRAIN,0.5109947953135439,0.5251769780126119
topo,5,C,GROWTH,MLR,"[0.37066301127244183, 0.39223636053520494, 0.44157263198896324, 0.3581439976611799, 0.41362385674200053, 0.3585299861292447, 0.3612371900104664, 0.3866569375410367, 0.3549336767684531, 0.3490395283628476]",0.3786637177011839,"[0.30565772649420364, 0.2627511366982218, 0.16601798742478813, 0.317727483560474, 0.19717495194063783, 0.35190787260050593, 0.3535219641112647, 0.2543184093798341, 0.3403537958040094, 0.33851243452655777]",TRAIN,0.36968447514938896,0.38764296025297884
topo,5,C,GROWTH,RF,"[0.4357533039646797, 0.44370935430545044, 0.40086245959650313, 0.387244042659892, 0.4530318763842789, 0.3599059644789039, 0.3953110412175622, 0.3949068369709773, 0.4074856882007244, 0.4508802241867884]",0.4129090791965761,"[0.22605827527586886, 0.2130679334112765, 0.3021748059413072, 0.3373026721790775, 0.19827613090263074, 0.3805621715291547, 0.2999720496109112, 0.32722345546497944, 0.28228397273210015, 0.19927117020140928]",TRAIN,0.4035290512606806,0.4222891071324716
topo,5,C,GROWTH,SVR,"[0.5518057740048614, 0.5502165968119379, 0.5368308284165688, 0.5360757668174531, 0.5417941840827176, 0.4696939633298377, 0.5337818088471806, 0.505242053064897, 0.4843922874200137, 0.4990344590908826]",0.520886772188635,"[0.28209437200679166, 0.1986625271509772, 0.34476601139171736, 0.2158117274379131, 0.1928246268571192, 0.4327277682420264, 0.23393493207922944, 0.3836093753193289, 0.3732213123108217, 0.38372566360092264]",TRAIN,0.5121808112786167,0.5295927330986533
topo,5,C,GROWTH,MLP,"[0.4202289969755031, 0.39543691005965975, 0.4013040315600541, 0.3871317259598468, 0.41203735425886134, 0.4649060518080813, 0.45247377821569634, 0.36814889856119204, 0.4575087262881756, 0.37774914289952766]",0.4136925616586599,"[0.23243267543323742, 0.31181763408525065, 0.34586519682916206, 0.32145487488108604, 0.3210264489679825, 0.31669233557154497, 0.3586881758114183, 0.3788200533372501, 0.26312193296053443, 0.3198050394379863]",TRAIN,0.4033724345282828,0.42401268878903703
topo,5,C,SYMMETRY,MLR,"[0.097196416637236, 0.10002420399933809, 0.12473009589650741, 0.06654154545008717, 0.0934632424161802, 0.0794172360532105, 0.1048071486623382, 0.0850139947989429, 0.1264928367293895, 0.13629519803362722]",0.1013981918676857,"[-0.046574455257533565, -0.003187344372218348, -0.02678629757771911, 0.022189797147509016, 0.015612385697413078, 0.024649997143887048, 0.004445379356167067, -0.024572122200436253, -0.04214091935951547, -0.08976482989700574]",TRAIN,0.09472538340029127,0.10807100033508013
topo,5,C,SYMMETRY,RF,"[0.2905361066710781, 0.27704342680230665, 0.2756824244866083, 0.2766736824460403, 0.27732010451143696, 0.280134588588243, 0.2602498662456919, 0.2733621390076708, 0.24061900798274627, 0.28242779942005336]",0.27340491461618754,"[-0.04167541839369138, 0.030013019775917305, -0.03190574370205912, 0.04827694546778727, 0.0631185076173586, -0.005401029431398641, 0.01338995490772743, 0.02054558347566171, 0.06155591154111162, 0.014436463363959762]",TRAIN,0.26926656847127073,0.27754326076110436
topo,5,C,SYMMETRY,SVR,"[0.30628070376599537, 0.30623260246123396, 0.3069206034459042, 0.32436039916321413, 0.35053281899928945, 0.32479123531898013, 0.3148408253775178, 0.3493148983781377, 0.32498070482967056, 0.3112028720077895]",0.3219457663747733,"[-0.05251351568102547, 0.06173800106500005, -0.097456433289272, 0.006392310226956632, -0.1963236441080023, -0.03672858295057013, 0.009936158710557197, -0.07870886679492939, -0.05363315342611408, 0.007243940837971641]",TRAIN,0.31697246751534475,0.32691906523420183
topo,5,C,SYMMETRY,MLP,"[0.0923314509062152, 0.13463384880489815, 0.010317699686211435, 0.07745468209461892, 0.4572525944727105, 0.06360122877092678, 0.2181896562924055, 0.09055052119892382, 0.6321965296810204, 0.11373631389004624]",0.1890264525797977,"[0.04454548189030172, -0.016098221707866678, -0.007346071246070673, -0.00580544991912868, -0.4697302241198471, 0.007214744354230307, 0.000700385910483714, -0.04689659098934307, -0.6235675620275383, -0.066226329448416]",TRAIN,0.1292780943830868,0.2487748107765086
topo,6,C,ACTIVITY,MLR,"[0.28282674278446496, 0.3297812623858286, 0.32525030359768015, 0.3511963293809319, 0.32695806474966926, 0.30184520105187296, 0.3590972053910143, 0.32625109087129145, 0.32177083416871066, 0.36329905384085026]",0.32882760882223144,"[0.3462810379846576, 0.24579350062285088, 0.2904358292763535, 0.23309975568124386, 0.2678765469270292, 0.3489387209120002, 0.19781331718012096, 0.291474348319975, 0.27822850029138313, 0.21398405784790775]",TRAIN,0.3213961507291366,0.3362590669153263
topo,6,C,ACTIVITY,RF,"[0.4791604841997328, 0.43364605004139634, 0.43102030648624867, 0.41377609420323613, 0.4572043397856932, 0.4710707908393701, 0.36901790721700845, 0.37293641251400655, 0.4574177020902278, 0.454236248746711]",0.43394863361236297,"[0.23251770569646102, 0.393338868565973, 0.37515939702564316, 0.3566449795447785, 0.330983824445668, 0.2709713308872965, 0.505683928772206, 0.4274320937117053, 0.24712361899548307, 0.3383999271356414]",TRAIN,0.42242497676231294,0.445472290462413
topo,6,C,ACTIVITY,SVR,"[0.35493505608881915, 0.3631216436895184, 0.3986799631837916, 0.3387785491732074, 0.41234776328377953, 0.35960688477153346, 0.34743515434165884, 0.3338761703984352, 0.38047379550083305, 0.374128451332818]",0.3663383431764394,"[0.2276596512036252, 0.24391511852133685, 0.25032235276595727, 0.28917375292234726, 0.11889879383328705, 0.24362407447853052, 0.2482024155272503, 0.30425490358046403, 0.26455784990585784, 0.1932473931375961]",TRAIN,0.3587359067116218,0.37394077964125694
topo,6,C,ACTIVITY,MLP,"[0.4912568064226268, 0.554173609371683, 0.5291466937335333, 0.543024647021386, 0.5713920602853497, 0.5166010684686245, 0.5454310908890728, 0.5270006124077533, 0.55224056186665, 0.4828762228899153]",0.5313143373356596,"[0.28669212078754935, 0.2505540674876864, 0.14842273945531959, 0.21421956384989016, 0.1042113866794715, 0.3077221048517239, 0.15582948550224407, 0.26786035227710225, 0.1682291015651246, 0.29828268365126975]",TRAIN,0.5228919059479933,0.5397367687233259
topo,6,C,GROWTH,MLR,"[0.5936332984138526, 0.5830133171165666, 0.5819625696103068, 0.5723445785230357, 0.5913170328839245, 0.5988662791273205, 0.5907308496199846, 0.5704967572121254, 0.6179292185829153, 0.5701658257722182]",0.5870459726862249,"[0.47883445294816784, 0.473124348042145, 0.5108103387895533, 0.4965511623902503, 0.4792432082896968, 0.47476492010727545, 0.4140794792758248, 0.5221578290361615, 0.422100447332185, 0.5075688419645188]",TRAIN,0.5825897884040033,0.5915021569684465
topo,6,C,GROWTH,RF,"[0.7185293179719179, 0.7407096922142198, 0.7224621645518639, 0.7142010289120058, 0.7268383109018907, 0.7190287080883615, 0.706218441600053, 0.7030668385420624, 0.6988834533590298, 0.7069973348229583]",0.7156935290964364,"[0.3875886517329614, 0.31701462116019663, 0.49477200822102185, 0.4969127257254309, 0.40089089047738824, 0.41572556124362203, 0.4543676425394384, 0.4415550151244628, 0.5263146006701374, 0.5308151111788665]",TRAIN,0.7119190957384743,0.7194679624543984
topo,6,C,GROWTH,SVR,"[0.612794855111042, 0.5677395416039801, 0.5609983913750356, 0.5520038191284546, 0.5379205371527362, 0.5614019720159902, 0.5497592409474761, 0.5741506258556615, 0.5678778178724877, 0.6075455889254284]",0.5692192389988292,"[0.39964819737910584, 0.453376221971436, 0.3480967021934578, 0.5763874696414, 0.4389180050477901, 0.46703669518638646, 0.29935031494239084, 0.5189790809830093, 0.31879256962052893, 0.306333678265581]",TRAIN,0.562022424529175,0.5764160534684835
topo,6,C,GROWTH,MLP,"[0.624397548669914, 0.5925557987503447, 0.6190583421579945, 0.5739149723623258, 0.6128475938597888, 0.6170906339919604, 0.5810895998569414, 0.6162002804168709, 0.6009879730557706, 0.6045170022171207]",0.6042659745339032,"[0.4714645419005048, 0.50203378883593, 0.3282735889597801, 0.4342436022905075, 0.35434370456399666, 0.4693564568103543, 0.5832221739954154, 0.4779863022723714, 0.32898305200801525, 0.5313403411636978]",TRAIN,0.5991562755643415,0.6093756735034649
topo,6,C,SYMMETRY,MLR,"[0.13547450697341756, 0.13307189049885482, 0.09705595553213286, 0.12143978480255901, 0.06713368741131231, 0.10419353001111054, 0.10259925635827061, 0.11981158709936746, 0.0957225638296938, 0.10454393544112639]",0.10810466979578456,"[0.022643892761775142, -0.05445983250583497, 0.03468344062192508, 0.03519366484698616, 0.1024530399332444, 0.036846603916775966, 0.05073604054757963, 0.013091482955609579, 0.05768415785700409, 0.03385447273782127]",TRAIN,0.10202219928206688,0.11418714030950225
topo,6,C,SYMMETRY,RF,"[0.293172908758655, 0.28253601408675855, 0.2930332483676912, 0.3012867666930237, 0.2971533495537312, 0.30223878597744236, 0.288647621523064, 0.33213922057982626, 0.3132399540230769, 0.31897384761269554]",0.30224217171759643,"[0.06766384320083574, 0.051896120213879904, 0.07683195455884329, 0.05511709432376155, 0.008417419819206517, 0.02179142351228691, 0.02862461001375516, -0.02773920448592815, 0.01393141185972524, -0.06154398470912459]",TRAIN,0.29770152981445813,0.30678281362073473
topo,6,C,SYMMETRY,SVR,"[0.34564891747363746, 0.353074488634477, 0.31177032194622534, 0.34450636754231934, 0.30822580715281866, 0.3282706690054211, 0.3696835171381436, 0.3143010941677905, 0.38840249749841826, 0.30805586265369833]",0.3371939543212949,"[-0.056722226951376076, -0.049979514523669, -0.005801871436767803, -0.07244521199594423, 0.0034071175759875505, -0.024813817418805062, -0.15670628867730785, -0.01612535628667855, -0.11016012590989388, 0.0023364267832198804]",TRAIN,0.32883136690361686,0.34555654173897293
topo,6,C,SYMMETRY,MLP,"[-4.483282878275929e-08, 0.19841955749023754, 0.19815525944031576, 0.1950944832475845, 0.18202869558855406, 0.2627659288331087, 0.039074256013537645, -5.854923283976632e-07, 0.3124084478345326, 0.07707014867400586]",0.14650161467967196,"[-0.0009614591781368365, 0.0058245644993107915, 0.0019796364906303765, -0.036220037494937296, -0.020958450104649806, -0.07329186570436397, 0.02276187978102706, -0.02987527702059989, -0.07343157067950123, 0.0005962093135074564]",TRAIN,0.1134385723293104,0.17956465703003352
topo,7,C,ACTIVITY,MLR,"[0.38389392249162946, 0.42970677010246106, 0.38456995223084733, 0.40214339808806265, 0.39782848862465225, 0.3860321602041603, 0.3428773899570249, 0.3921777081242884, 0.4115764063298937, 0.4053638338723684]",0.3936170030025389,"[0.31727913979275923, 0.15275895688994923, 0.3628526230584517, 0.2818600863177282, 0.29616260311501486, 0.2935542873771161, 0.3718711597454627, 0.3311221660778426, 0.2914986698386023, 0.2904943792498689]",TRAIN,0.3867877038574555,0.4004463021476223
topo,7,C,ACTIVITY,RF,"[0.38971551019031825, 0.4202144021932034, 0.43429022349576774, 0.401715711371299, 0.3968385736849446, 0.4332441735989683, 0.4153295613550799, 0.4311826244603649, 0.39910460672660897, 0.4142884743501726]",0.4135923861426728,"[0.41175262877515795, 0.34849884773854956, 0.2933004274562211, 0.36440098683203725, 0.39978263647862966, 0.30580427011856137, 0.2966066723259497, 0.3117733923745971, 0.412308043475036, 0.3269276302937255]",TRAIN,0.4087209287512684,0.4184638435340772
topo,7,C,ACTIVITY,SVR,"[0.31869646553461395, 0.36552338576253895, 0.37380917028803473, 0.4152849712460758, 0.40675225498981016, 0.36935230759681925, 0.3610400524673558, 0.4057598538642686, 0.38777047072131443, 0.3711445289437778]",0.3775133461414609,"[0.3836184047851391, 0.2946683921714137, 0.21468149397060643, 0.12106967027548132, 0.08258725180686055, 0.17402116479665997, 0.24907397762632777, 0.11526436623046465, 0.2446163312777, 0.3027608169627968]",TRAIN,0.3690397857581709,0.38598690652475093
topo,7,C,ACTIVITY,MLP,"[0.5185230443592426, 0.5122587449810476, 0.5188539703484452, 0.5281975015094303, 0.5434794387918851, 0.5524254858446718, 0.574993383196123, 0.5744731774607574, 0.5684263042186981, 0.5607570862389428]",0.5452388136949244,"[0.26396942219692165, 0.30040442387521593, 0.21660106315105077, 0.34619449941520386, 0.17477250787184206, 0.3117774558356903, 0.25411753845867324, 0.1699485355475362, 0.17285100522655805, 0.18353880534285627]",TRAIN,0.5379168015874749,0.552560825802374
topo,7,C,GROWTH,MLR,"[0.7124299644943712, 0.6920033507749616, 0.7060160097683331, 0.7091945611146933, 0.6944072971720658, 0.7229402482588284, 0.7097188756225183, 0.7001500676741812, 0.716701024462657, 0.7313422923684205]",0.7094903691711031,"[0.5382107730686139, 0.6402469950846388, 0.5606030250373573, 0.5701840588899219, 0.6332784402086518, 0.5397866019805178, 0.5545272328333462, 0.5761915484767479, 0.5338429665540559, 0.5195122829229801]",TRAIN,0.7058137027985221,0.7131670355436841
topo,7,C,GROWTH,RF,"[0.8658235275218037, 0.8712272151622591, 0.8844851987495685, 0.8803068787096824, 0.848964244010391, 0.8775675817416951, 0.8721240030766035, 0.8695463975969122, 0.8728782035812993, 0.8596338004865232]",0.8702557050636738,"[0.5591961396811755, 0.535367791127505, 0.5286784173751965, 0.4443984364773478, 0.6762589164794688, 0.5557799620146578, 0.47224547378428083, 0.572263906396207, 0.5307475509340716, 0.6029965560718192]",TRAIN,0.867166079720594,0.8733453304067536
topo,7,C,GROWTH,SVR,"[0.7189713986157974, 0.6831526307052129, 0.6977262793848147, 0.7024238459731755, 0.7116264926116851, 0.6685112539234035, 0.6943245208363343, 0.6724799180596166, 0.6945736492045538, 0.6995209850427291]",0.6943310974357322,"[0.5416905087028231, 0.6036152746334114, 0.41924162673363863, 0.5806011044478098, 0.5312033987707399, 0.683598114883203, 0.5505740939621788, 0.6484185421664745, 0.5686903903267363, 0.5100208007825096]",TRAIN,0.6895568066387096,0.6991053882327548
