feature,timepoint,context,response,model,R^2,num_observations,set,ci_lower,ci_upper
topo,0,CH,GROWTH,MLR,0.6091169973426106,134,TRAIN,0.4510846200,0.7364941200
topo,0,CH,GROWTH,RF,0.5030556644757237,134,TRAIN,0.3532241000,0.6540864400
topo,0,CH,GROWTH,SVR,0.550299558278248,134,TRAIN,0.4188015700,0.6995796000
topo,0,CH,GROWTH,MLP,0.6238504765564553,134,TRAIN,0.5043850100,0.7298923100
topo,0,CH,GROWTH,MLR,0.7856608102434954,82,TRAIN,0.6533575400,0.8857203200
topo,0,CH,GROWTH,RF,0.612562320395766,82,TRAIN,0.4572718700,0.7810985200
topo,0,CH,GROWTH,SVR,0.5848572620336969,82,TRAIN,0.4444137800,0.7446535400
topo,0,CH,GROWTH,MLP,0.7390529150529133,82,TRAIN,0.5997205800,0.8687617100
topo,0,CH,SYMMETRY,MLR,0.07548596615963915,500,TRAIN,0.0413586300,0.1113241800
topo,0,CH,SYMMETRY,RF,0.1746566034285159,500,TRAIN,0.1421045300,0.2137928800
topo,0,CH,SYMMETRY,SVR,0.22869122112481025,500,TRAIN,0.1754833100,0.2906441600
topo,0,CH,SYMMETRY,MLP,0.1933857034681465,500,TRAIN,0.1437692000,0.2496070100
topo,0,CH,SYMMETRY,MLR,0.0798272454412522,447,TRAIN,0.0384316900,0.1238361500
topo,0,CH,SYMMETRY,RF,0.18258736547902527,447,TRAIN,0.1451980800,0.2251971700
topo,0,CH,SYMMETRY,SVR,0.2440548814304969,447,TRAIN,0.1696875400,0.3104431600
topo,0,CH,SYMMETRY,MLP,0.17853192054728784,447,TRAIN,0.1154143200,0.2347826500
topo,0,CH,SYMMETRY,MLR,0.08671277179565783,395,TRAIN,0.0483022600,0.1361569200
topo,0,CH,SYMMETRY,RF,0.1937920391193476,395,TRAIN,0.1492479100,0.2484736700
topo,0,CH,SYMMETRY,SVR,0.25126500257074696,395,TRAIN,0.1746841600,0.3293282600
topo,0,CH,SYMMETRY,MLP,0.1707642252515994,395,TRAIN,0.0123771100,0.2486219100
topo,0,CH,SYMMETRY,MLR,0.08802138076234621,343,TRAIN,0.0367013400,0.1427331000
topo,0,CH,SYMMETRY,RF,0.20444188964934085,343,TRAIN,0.1521780100,0.2575481400
topo,0,CH,SYMMETRY,SVR,0.2613918373261089,343,TRAIN,0.1721080300,0.3657619500
topo,0,CH,SYMMETRY,MLP,0.1704409494649227,343,TRAIN,0.0057481500,0.2769693900
topo,0,CH,SYMMETRY,MLR,0.10405182711120743,291,TRAIN,0.0503607800,0.1649053000
topo,0,CH,SYMMETRY,RF,0.22240741716976284,291,TRAIN,0.1685572900,0.2875193600
topo,0,CH,SYMMETRY,SVR,0.2745995447743633,291,TRAIN,0.1776462800,0.3797799700
topo,0,CH,SYMMETRY,MLP,0.1359936571786836,291,TRAIN,-0.0000002389,0.2519515190
topo,0,CH,SYMMETRY,MLR,0.11760506215817655,238,TRAIN,0.0445322200,0.1998752700
topo,0,CH,SYMMETRY,RF,0.24433736095512096,238,TRAIN,0.1624144300,0.3425476200
topo,0,CH,SYMMETRY,SVR,0.2996670066146597,238,TRAIN,0.1888601900,0.4238861700
topo,0,CH,SYMMETRY,MLP,0.1011451740278294,238,TRAIN,-0.0000003014,0.2649396760
topo,0,CH,SYMMETRY,MLR,0.12971774764572885,186,TRAIN,0.0313401900,0.2184006500
topo,0,CH,SYMMETRY,RF,0.26495151330678923,186,TRAIN,0.1982494300,0.3719526100
topo,0,CH,SYMMETRY,SVR,0.33055845114256754,186,TRAIN,0.1760507800,0.4640025800
topo,0,CH,SYMMETRY,MLP,0.08774255142442199,186,TRAIN,-0.0000062050,0.2865416030
topo,0,CH,SYMMETRY,MLR,0.1677395588274016,134,TRAIN,0.0552433500,0.2886966900
topo,0,CH,SYMMETRY,RF,0.31050583933266124,134,TRAIN,0.2130399000,0.4217407400
topo,0,CH,SYMMETRY,SVR,0.39288606329153297,134,TRAIN,0.2410679700,0.5323334800
topo,0,CH,SYMMETRY,MLP,0.027876025499876576,134,TRAIN,-0.0000046500,0.2515776550
topo,0,CH,SYMMETRY,MLR,0.25438402099050633,82,TRAIN,0.1002755900,0.4737342600
topo,0,CH,SYMMETRY,RF,0.38557617728198734,82,TRAIN,0.2696199000,0.5447165100
topo,0,CH,SYMMETRY,SVR,0.5269045057799525,82,TRAIN,0.3357329500,0.7436797300
topo,0,CH,SYMMETRY,MLP,0.0025558131518984397,82,TRAIN,-0.0000013307,0.0000020742
spatial,0,CH,ACTIVITY,MLR,0.10682695761862596,500,TRAIN,0.0600573000,0.1503614500
spatial,0,CH,ACTIVITY,RF,0.1568731044735488,500,TRAIN,0.1309611000,0.1862496300
spatial,0,CH,ACTIVITY,SVR,0.1984509651100608,500,TRAIN,0.1611369200,0.2458646100
spatial,0,CH,ACTIVITY,MLP,0.33184006074129874,500,TRAIN,0.1429824700,0.6700876800
spatial,0,CH,ACTIVITY,MLR,0.11229567037157136,447,TRAIN,0.0665633900,0.1687433600
spatial,0,CH,ACTIVITY,RF,0.15893560372175186,447,TRAIN,0.1245532700,0.1871104800
spatial,0,CH,ACTIVITY,SVR,0.19660502738641453,447,TRAIN,0.1546722400,0.2497217400
spatial,0,CH,ACTIVITY,MLP,0.31694979204472795,447,TRAIN,0.1328022800,0.6483375400
spatial,0,CH,ACTIVITY,MLR,0.11607913235402435,395,TRAIN,0.0700758500,0.1848489100
spatial,0,CH,ACTIVITY,RF,0.16539642277600916,395,TRAIN,0.1311809800,0.1935297200
spatial,0,CH,ACTIVITY,SVR,0.2046919368258672,395,TRAIN,0.1574694600,0.2831521700
spatial,0,CH,ACTIVITY,MLP,0.270154896361115,395,TRAIN,0.1383917900,0.6498385400
spatial,0,CH,ACTIVITY,MLR,0.12073790018050458,343,TRAIN,0.0478617400,0.2027503400
spatial,0,CH,ACTIVITY,RF,0.17552246380162956,343,TRAIN,0.1373011800,0.2204574100
spatial,0,CH,ACTIVITY,SVR,0.20897897658170828,343,TRAIN,0.1386582200,0.2645118700
spatial,0,CH,ACTIVITY,MLP,0.2685887969663759,343,TRAIN,0.1246607600,0.6072355000
spatial,0,CH,ACTIVITY,MLR,0.14093497925034806,291,TRAIN,0.0616125600,0.2247784800
spatial,0,CH,ACTIVITY,RF,0.19250797190086646,291,TRAIN,0.1449728800,0.2466593500
spatial,0,CH,ACTIVITY,SVR,0.21961643634075576,291,TRAIN,0.1526966900,0.2891930500
spatial,0,CH,ACTIVITY,MLP,0.2705950359917008,291,TRAIN,0.1421745700,0.5537149200
spatial,0,CH,ACTIVITY,MLR,0.16563665296437302,238,TRAIN,0.0872109900,0.2902198100
spatial,0,CH,ACTIVITY,RF,0.21264223955058256,238,TRAIN,0.1613582500,0.2782014700
spatial,0,CH,ACTIVITY,SVR,0.2303093421025257,238,TRAIN,0.1388100000,0.3321068800
spatial,0,CH,ACTIVITY,MLP,0.24302106260480605,238,TRAIN,0.0646308900,0.5717682500
spatial,0,CH,ACTIVITY,MLR,0.1925903985601458,186,TRAIN,0.0771455600,0.3522011600
spatial,0,CH,ACTIVITY,RF,0.23303990752551634,186,TRAIN,0.1661642000,0.3009211600
spatial,0,CH,ACTIVITY,SVR,0.24191239764927705,186,TRAIN,0.1415467900,0.3493859400
spatial,0,CH,ACTIVITY,MLP,0.23455978292717106,186,TRAIN,0.0000005431,0.4974372900
spatial,0,CH,ACTIVITY,MLR,0.2371977624007729,134,TRAIN,0.0973415300,0.4197908500
spatial,0,CH,ACTIVITY,RF,0.2740117422321844,134,TRAIN,0.2061185400,0.3569479500
spatial,0,CH,ACTIVITY,SVR,0.2365426795634157,134,TRAIN,0.1404606000,0.3549800000
spatial,0,CH,ACTIVITY,MLP,0.21613334496301367,134,TRAIN,-0.0000024149,0.4890554450
spatial,0,CH,ACTIVITY,MLR,0.3433955944663312,82,TRAIN,0.0918801300,0.6266174500
spatial,0,CH,ACTIVITY,RF,0.37238267851972734,82,TRAIN,0.2791114200,0.4664235900
spatial,0,CH,ACTIVITY,SVR,0.2684800980595088,82,TRAIN,0.1396821300,0.5117186800
spatial,0,CH,ACTIVITY,MLP,0.13461243251665622,82,TRAIN,-0.0000007543,0.5225692930
spatial,0,CH,GROWTH,MLR,0.4839728910180074,500,TRAIN,0.4198646900,0.5384063400
spatial,0,CH,GROWTH,RF,0.7137894712345756,500,TRAIN,0.6698317300,0.7498743700
spatial,0,CH,GROWTH,SVR,0.465027019991192,500,TRAIN,0.3757858900,0.5157123000
spatial,0,CH,GROWTH,MLP,0.6644567168205079,500,TRAIN,0.6125443500,0.7108429200
spatial,0,CH,GROWTH,MLR,0.494015305812976,447,TRAIN,0.4445671700,0.5526345800
spatial,0,CH,GROWTH,RF,0.7586921402745166,447,TRAIN,0.7146493100,0.8020787700
spatial,0,CH,GROWTH,SVR,0.4727267551127838,447,TRAIN,0.4017710300,0.5337399500
spatial,0,CH,GROWTH,MLP,0.654895586415537,447,TRAIN,0.5955058000,0.7083104300
spatial,0,CH,GROWTH,MLR,0.5015095489015364,395,TRAIN,0.4302850700,0.5692605600
spatial,0,CH,GROWTH,RF,0.8015130161912084,395,TRAIN,0.7590137500,0.8387214300
spatial,0,CH,GROWTH,SVR,0.4795364744044198,395,TRAIN,0.4058760000,0.5600666100
spatial,0,CH,GROWTH,MLP,0.6491556558352677,395,TRAIN,0.5522923000,0.7210447600
spatial,0,CH,GROWTH,MLR,0.5339367248438296,343,TRAIN,0.4582206000,0.6191298900
spatial,0,CH,GROWTH,RF,0.7957297672904269,343,TRAIN,0.7558936300,0.8502750800
spatial,0,CH,GROWTH,SVR,0.4829791561543728,343,TRAIN,0.3934883100,0.5566124300
spatial,0,CH,GROWTH,MLP,0.6293179247554338,343,TRAIN,0.5188592400,0.7079718300
spatial,0,CH,GROWTH,MLR,0.5464540935285825,291,TRAIN,0.4396698000,0.6296915900
spatial,0,CH,GROWTH,RF,0.8481222830065291,291,TRAIN,0.7838825100,0.8925954800
spatial,0,CH,GROWTH,SVR,0.5072522794701916,291,TRAIN,0.3711580100,0.6101074400
spatial,0,CH,GROWTH,MLP,0.5996626477303763,291,TRAIN,0.4447466900,0.7164673700
spatial,0,CH,GROWTH,MLR,0.5852650161597829,238,TRAIN,0.4772408200,0.6851514300
spatial,0,CH,GROWTH,RF,0.9117475465988024,238,TRAIN,0.8741672500,0.9443728700
spatial,0,CH,GROWTH,SVR,0.5359416659491252,238,TRAIN,0.4105940500,0.6643292300
spatial,0,CH,GROWTH,MLP,0.5760239048603817,238,TRAIN,0.3770835100,0.7197247500
spatial,0,CH,GROWTH,MLR,0.6268007774948932,186,TRAIN,0.5039406300,0.7482234100
spatial,0,CH,GROWTH,RF,0.9004073220014638,186,TRAIN,0.8419501100,0.9495187700
spatial,0,CH,GROWTH,SVR,0.5574363649600831,186,TRAIN,0.3928509500,0.6864359200
spatial,0,CH,GROWTH,MLP,0.5489158654851529,186,TRAIN,0.2737249600,0.6911079000
spatial,0,CH,GROWTH,MLR,0.7089652002239365,134,TRAIN,0.5627895100,0.8112387800
spatial,0,CH,GROWTH,RF,0.9558607168561808,134,TRAIN,0.8974450900,0.9835063100
spatial,0,CH,GROWTH,SVR,0.6061675680374928,134,TRAIN,0.3979809800,0.7391324800
spatial,0,CH,GROWTH,MLP,0.4639234511346508,134,TRAIN,0.0000000081,0.6800837800
spatial,0,CH,GROWTH,MLR,0.8446268837098597,82,TRAIN,0.7081272500,0.9193007100
spatial,0,CH,GROWTH,RF,0.9437952007030044,82,TRAIN,0.8772527600,0.9805451900
spatial,0,CH,GROWTH,SVR,0.7257292558105972,82,TRAIN,0.5245099800,0.8691241500
spatial,0,CH,GROWTH,MLP,0.2172018716347308,82,TRAIN,-0.0000000742,0.6599941200
spatial,0,CH,SYMMETRY,MLR,0.2918572208560644,500,TRAIN,0.2496033700,0.3415763700
spatial,0,CH,SYMMETRY,RF,0.3521671899713301,500,TRAIN,0.3232939900,0.3924302400
spatial,0,CH,SYMMETRY,SVR,0.4689701029023738,500,TRAIN,0.4314100900,0.5060879300
spatial,0,CH,SYMMETRY,MLP,0.36214675076753006,500,TRAIN,0.2576647600,0.4518467900
spatial,0,CH,SYMMETRY,MLR,0.31182748712608377,447,TRAIN,0.2553399300,0.3782219400
spatial,0,CH,SYMMETRY,RF,0.3751731029519895,447,TRAIN,0.3357876300,0.4213173300
spatial,0,CH,SYMMETRY,SVR,0.4676604557615452,447,TRAIN,0.4163937100,0.5135817700
spatial,0,CH,SYMMETRY,MLP,0.3677181866401705,447,TRAIN,0.2832043400,0.4615905000
spatial,0,CH,SYMMETRY,MLR,0.31425041071027504,395,TRAIN,0.2587743200,0.3821628600
spatial,0,CH,SYMMETRY,RF,0.3988021682097577,395,TRAIN,0.3517373300,0.4469913400
spatial,0,CH,SYMMETRY,SVR,0.4764315792332705,395,TRAIN,0.4221105000,0.5223048800
spatial,0,CH,SYMMETRY,MLP,0.36044662983818265,395,TRAIN,0.2535181600,0.4872714200
spatial,0,CH,SYMMETRY,MLR,0.33991142893112125,343,TRAIN,0.2609549600,0.4412195700
spatial,0,CH,SYMMETRY,RF,0.43866588274602825,343,TRAIN,0.3885575100,0.4948573200
spatial,0,CH,SYMMETRY,SVR,0.4889529702475902,343,TRAIN,0.4245489900,0.5541710900
spatial,0,CH,SYMMETRY,MLP,0.34424242814386163,343,TRAIN,0.2552442600,0.4435310300
spatial,0,CH,SYMMETRY,MLR,0.3578057045046987,291,TRAIN,0.2695021800,0.4418964400
spatial,0,CH,SYMMETRY,RF,0.4610408112919896,291,TRAIN,0.4059826900,0.5332702900
spatial,0,CH,SYMMETRY,SVR,0.5048871572689045,291,TRAIN,0.4400179700,0.5647615200
spatial,0,CH,SYMMETRY,MLP,0.34597486484720363,291,TRAIN,0.2485061700,0.4666786400
spatial,0,CH,SYMMETRY,MLR,0.3814774525699427,238,TRAIN,0.2873473000,0.4686586600
spatial,0,CH,SYMMETRY,RF,0.5113930257964218,238,TRAIN,0.4516069800,0.5717136000
spatial,0,CH,SYMMETRY,SVR,0.5209601384681745,238,TRAIN,0.4510523900,0.5910120300
spatial,0,CH,SYMMETRY,MLP,0.3365159591904376,238,TRAIN,0.2217146100,0.4261595800
spatial,0,CH,SYMMETRY,MLR,0.4411112739637877,186,TRAIN,0.3380093500,0.5570025000
spatial,0,CH,SYMMETRY,RF,0.5942232608999684,186,TRAIN,0.5331945100,0.6551854700
spatial,0,CH,SYMMETRY,SVR,0.5398198583517168,186,TRAIN,0.4570843100,0.6226933300
spatial,0,CH,SYMMETRY,MLP,0.3352347889087749,186,TRAIN,0.1989517600,0.4610207600
spatial,0,CH,SYMMETRY,MLR,0.5062350295424942,134,TRAIN,0.3728900000,0.6478780100
spatial,0,CH,SYMMETRY,RF,0.6968702292459313,134,TRAIN,0.6392573400,0.7474667600
spatial,0,CH,SYMMETRY,SVR,0.5591929931694056,134,TRAIN,0.4529928800,0.6509881300
spatial,0,CH,SYMMETRY,MLP,0.3652001963978264,134,TRAIN,0.2470987700,0.4969561900
spatial,0,CH,SYMMETRY,MLR,0.6936378803916555,82,TRAIN,0.5654671900,0.8020288300
spatial,0,CH,SYMMETRY,RF,0.7936861851586414,82,TRAIN,0.7240813800,0.8500278800
spatial,0,CH,SYMMETRY,SVR,0.6057201557913041,82,TRAIN,0.4885521000,0.7323984000
spatial,0,CH,SYMMETRY,MLP,0.3802262230080856,82,TRAIN,0.1775025800,0.6114781400
topo,0,C,ACTIVITY,MLR,0.22079532895864454,500,TEST,0.0592546000,0.3167650700
topo,0,C,ACTIVITY,RF,0.25234029653340273,500,TEST,0.1299208400,0.3469611100
topo,0,C,ACTIVITY,SVR,0.23471889888514816,500,TEST,0.0393033300,0.3730895800
topo,0,C,ACTIVITY,MLP,0.19861706968985007,500,TEST,0.0525064900,0.3192838800
topo,0,C,ACTIVITY,MLR,0.11599688595127625,447,TEST,0.0256754100,0.3089411900
topo,0,C,ACTIVITY,RF,0.24943685695776754,447,TEST,0.1288349600,0.3466132400
topo,0,C,ACTIVITY,SVR,0.2335291650282368,447,TEST,0.0579072600,0.3783914500
topo,0,C,ACTIVITY,MLP,0.1965154447608452,447,TEST,-0.0202923200,0.3563368300
topo,0,C,ACTIVITY,MLR,0.14930736082189122,395,TEST,-0.0991268000,0.3500765700
topo,0,C,ACTIVITY,RF,0.2438267387228001,395,TEST,0.0950365600,0.3649626100
topo,0,C,ACTIVITY,SVR,0.21905684621454166,395,TEST,0.0325240600,0.3487697200
topo,0,C,ACTIVITY,MLP,0.1984120046650754,395,TEST,0.0029550700,0.3989254800
topo,0,C,ACTIVITY,MLR,-0.15960729372050692,343,TEST,-2.0931121300,0.3307139600
topo,0,C,ACTIVITY,RF,0.2285695300317849,343,TEST,0.0301497300,0.3617242200
topo,0,C,ACTIVITY,SVR,0.2095997441397809,343,TEST,-0.0008744100,0.3738714100
topo,0,C,ACTIVITY,MLP,0.1620137107951956,343,TEST,-0.0722089100,0.3359146000
topo,0,C,ACTIVITY,MLR,0.06632462393559524,291,TEST,-1.2258550100,0.3613228900
topo,0,C,ACTIVITY,RF,0.2429977913282388,291,TEST,0.0618805400,0.3668352000
topo,0,C,ACTIVITY,SVR,0.21956013404329688,291,TEST,0.0114617100,0.4039160600
topo,0,C,ACTIVITY,MLP,0.1644390040961415,291,TEST,-0.0582513500,0.3500226300
topo,0,C,ACTIVITY,MLR,-0.467306404336617,238,TEST,-6.9191404000,0.3645769400
topo,0,C,ACTIVITY,RF,0.22650846722572696,238,TEST,0.0205246600,0.4080689900
topo,0,C,ACTIVITY,SVR,0.18204374389564493,238,TEST,-0.0429275200,0.3945380900
topo,0,C,ACTIVITY,MLP,0.17456792683556951,238,TEST,-0.0138429100,0.3815574000
topo,0,C,ACTIVITY,MLR,-0.4778410716010781,186,TEST,-5.1216207000,0.3664658300
topo,0,C,ACTIVITY,RF,0.17793914201504174,186,TEST,-0.1374524000,0.3906371200
topo,0,C,ACTIVITY,SVR,0.1755506298973104,186,TEST,-0.1206815900,0.3615899100
topo,0,C,ACTIVITY,MLP,0.10755974188288793,186,TEST,-0.1777935600,0.3673315200
topo,0,C,ACTIVITY,MLR,-2.7167567695205377,134,TEST,-37.4882887200,0.3307461600
topo,0,C,ACTIVITY,RF,0.18076519229002952,134,TEST,-0.1786163000,0.4287128300
topo,0,C,ACTIVITY,SVR,0.13109131820273645,134,TEST,-0.2267120300,0.3791837400
topo,0,C,ACTIVITY,MLP,0.05603259877118468,134,TEST,-0.2457658700,0.2927888900
topo,0,C,ACTIVITY,MLR,-9.365236255001939,82,TEST,-3.8585150100,0.2823351700
topo,0,C,ACTIVITY,RF,0.12579562014660076,82,TEST,-0.2685947800,0.4460740300
topo,0,C,ACTIVITY,SVR,0.10674083694669452,82,TEST,-0.3420859300,0.4698660500
topo,0,C,ACTIVITY,MLP,-0.03140469197111756,82,TEST,-0.4052358900,0.3171091700
topo,0,C,GROWTH,MLR,0.2567598296229427,500,TEST,0.0929522600,0.3650754000
topo,0,C,GROWTH,RF,0.2694544435356781,500,TEST,0.1191939100,0.3796830800
topo,0,C,GROWTH,SVR,0.22932779676199205,500,TEST,0.0394092500,0.3711081800
topo,0,C,GROWTH,MLP,0.244955130689972,500,TEST,0.1381949200,0.3408842900
topo,0,C,GROWTH,MLR,0.21479822028278112,447,TEST,-0.0768947300,0.3292254200
topo,0,C,GROWTH,RF,0.266904970417131,447,TEST,0.1499861600,0.3856625000
topo,0,C,GROWTH,SVR,0.2405159359698144,447,TEST,0.0542682500,0.3622858400
topo,0,C,GROWTH,MLP,0.24259792728718999,447,TEST,0.1282447100,0.3335009300
topo,0,C,GROWTH,MLR,0.2254248485603532,395,TEST,-0.0906573700,0.4008606800
topo,0,C,GROWTH,RF,0.2649684193858225,395,TEST,0.0773258700,0.4045677400
topo,0,C,GROWTH,SVR,0.22029015314717906,395,TEST,0.0552618700,0.3600274800
topo,0,C,GROWTH,MLP,0.2254918925215355,395,TEST,0.1057037800,0.3492453900
topo,0,C,GROWTH,MLR,0.13545706585229594,343,TEST,-0.1290861100,0.3624256400
topo,0,C,GROWTH,RF,0.26560125334429696,343,TEST,0.1143963900,0.4039265000
topo,0,C,GROWTH,SVR,0.2311997241812872,343,TEST,0.0373456700,0.3975418300
topo,0,C,GROWTH,MLP,0.2199280290961976,343,TEST,0.0997493900,0.3537329800
topo,0,C,GROWTH,MLR,0.1722851491058159,291,TEST,-0.2175090000,0.3610359500
topo,0,C,GROWTH,RF,0.2338007096749787,291,TEST,0.0329536000,0.4282925100
topo,0,C,GROWTH,SVR,0.2028841105728265,291,TEST,0.0300640300,0.4147440100
topo,0,C,GROWTH,MLP,0.18170634723740686,291,TEST,-0.0018691800,0.3127293200
topo,0,C,GROWTH,MLR,0.006977902466151095,238,TEST,-0.2279439300,0.4032149100
topo,0,C,GROWTH,RF,0.23258767729278346,238,TEST,-0.0097970300,0.4081969100
topo,0,C,GROWTH,SVR,0.1986564930287839,238,TEST,-0.0891317700,0.3728279600
topo,0,C,GROWTH,MLP,0.1625185154994067,238,TEST,-0.0437511600,0.3259501000
topo,0,C,GROWTH,MLR,-0.6843616338054536,186,TEST,-0.6417512700,0.3826184200
topo,0,C,GROWTH,RF,0.1892543796895655,186,TEST,-0.1163278800,0.3939686400
topo,0,C,GROWTH,SVR,0.2094062190360088,186,TEST,-0.0937500600,0.4717221200
topo,0,C,GROWTH,MLP,0.06966275827572001,186,TEST,-0.0621495300,0.3054353600
topo,0,C,GROWTH,MLR,-0.7449916670249559,134,TEST,-5.9689431100,0.4348948000
topo,0,C,GROWTH,RF,0.14379151075901642,134,TEST,-0.2981773100,0.4280635800
topo,0,C,GROWTH,SVR,0.1652200393751069,134,TEST,-0.2096636500,0.4358332700
topo,0,C,GROWTH,MLP,-0.026380534603808143,134,TEST,-0.2227146100,0.1136511500
topo,0,C,GROWTH,MLR,-2.184934873082565,82,TEST,-10.4260940800,0.4167146100
topo,0,C,GROWTH,RF,0.029258069622006805,82,TEST,-0.5333269700,0.4253587300
topo,0,C,GROWTH,SVR,0.12645838458415007,82,TEST,-0.3750624900,0.4892495000
topo,0,C,GROWTH,MLP,-0.06179201570224915,82,TEST,-0.3551403420,-0.0000157798
topo,0,C,SYMMETRY,MLR,-0.05310398295969612,500,TEST,-0.0631266500,0.0242544200
topo,0,C,SYMMETRY,RF,-0.0006448721939028022,500,TEST,-0.0467096500,0.0400427700
topo,0,C,SYMMETRY,SVR,-0.06277177108595676,500,TEST,-0.1890453800,0.0205360300
topo,0,C,SYMMETRY,MLP,-0.01832746937727243,500,TEST,-0.1205328700,0.0483031100
topo,0,C,SYMMETRY,MLR,-0.019232454022641083,447,TEST,-0.0777764600,0.0296570400
topo,0,C,SYMMETRY,RF,-0.01469182252200994,447,TEST,-0.0909956800,0.0451200000
topo,0,C,SYMMETRY,SVR,-0.07540337885805498,447,TEST,-0.1937993500,0.0350459700
topo,0,C,SYMMETRY,MLP,-0.04454965186679812,447,TEST,-0.2512201300,0.0504602700
topo,0,C,SYMMETRY,MLR,-0.017449566232005262,395,TEST,-0.1045376900,0.0337677000
topo,0,C,SYMMETRY,RF,-0.012418416443828757,395,TEST,-0.1245946000,0.0442887900
topo,0,C,SYMMETRY,SVR,-0.06707241651132928,395,TEST,-0.2146319500,0.0354256800
topo,0,C,SYMMETRY,MLP,-0.03855755297142752,395,TEST,-0.1987568500,0.0471534000
topo,0,C,SYMMETRY,MLR,-0.10876617582636824,343,TEST,-1.6654865300,0.0413325500
topo,0,C,SYMMETRY,RF,-0.013633990204977752,343,TEST,-0.0961750800,0.0485487400
topo,0,C,SYMMETRY,SVR,-0.08173592187607907,343,TEST,-0.2242712600,0.0349906700
topo,0,C,SYMMETRY,MLP,-0.054331737857654834,343,TEST,-0.4433883200,0.0456975100
topo,0,C,SYMMETRY,MLR,-0.09815727245983846,291,TEST,-0.1272959200,0.0349331300
topo,0,C,SYMMETRY,RF,-0.016789678732517795,291,TEST,-0.1279730900,0.0650917000
topo,0,C,SYMMETRY,SVR,-0.09544453335002802,291,TEST,-0.2485692100,0.0458816800
topo,0,C,SYMMETRY,MLP,-0.06508685975233018,291,TEST,-0.4149339600,0.0574553500
topo,0,C,SYMMETRY,MLR,-0.10406971175258796,238,TEST,-1.1242658500,0.0621553100
topo,0,C,SYMMETRY,RF,-0.023130673680778032,238,TEST,-0.1597279800,0.0717441000
topo,0,C,SYMMETRY,SVR,-0.11679991921329334,238,TEST,-0.3741041900,0.0504912600
topo,0,C,SYMMETRY,MLP,-0.08540523740521642,238,TEST,-0.4203535400,0.0642615000
topo,0,C,SYMMETRY,MLR,-0.28495181195055264,186,TEST,-3.5299989300,0.0778059500
topo,0,C,SYMMETRY,RF,-0.036830464209613965,186,TEST,-0.1700838500,0.0746028000
topo,0,C,SYMMETRY,SVR,-0.1256978113122235,186,TEST,-0.3839493000,0.0762511000
topo,0,C,SYMMETRY,MLP,-0.08146574350864771,186,TEST,-0.4860080400,0.0597303700
topo,0,C,SYMMETRY,MLR,-1.9611351475111785,134,TEST,-19.9650072700,0.0692847000
topo,0,C,SYMMETRY,RF,-0.06562536998496385,134,TEST,-0.2999604000,0.0659968600
topo,0,C,SYMMETRY,SVR,-0.1540944581737711,134,TEST,-0.4334259200,0.0618769300
topo,0,C,SYMMETRY,MLP,-0.06854956037408805,134,TEST,-0.3718549600,0.0574986700
topo,0,C,SYMMETRY,MLR,-1.5557283871447989,82,TEST,-16.1478554800,0.1431469700
topo,0,C,SYMMETRY,RF,-0.1086796975999145,82,TEST,-0.4910822200,0.1491045300
topo,0,C,SYMMETRY,SVR,-0.16910276820961442,82,TEST,-0.5668727900,0.1060762500
topo,0,C,SYMMETRY,MLP,-0.08969719316762674,82,TEST,-0.4395520700,0.0510460800
spatial,0,C,ACTIVITY,MLR,0.19209163095157936,500,TEST,0.0796515500,0.3219213200
spatial,0,C,ACTIVITY,RF,0.25242655901551553,500,TEST,0.1441073700,0.3616564100
spatial,0,C,ACTIVITY,SVR,0.24280642364314325,500,TEST,0.0841664100,0.3686837800
spatial,0,C,ACTIVITY,MLP,0.15167088491695102,500,TEST,-0.4346816700,0.3268612200
spatial,0,C,ACTIVITY,MLR,0.1951609837719639,447,TEST,0.0573537000,0.3131626800
spatial,0,C,ACTIVITY,RF,0.2501180363361565,447,TEST,0.1168414300,0.3702992400
spatial,0,C,ACTIVITY,SVR,0.2478815795809597,447,TEST,0.1156457900,0.3731912500
spatial,0,C,ACTIVITY,MLP,0.18608579600690486,447,TEST,0.0249997100,0.3293943700
spatial,0,C,ACTIVITY,MLR,0.15731382796714385,395,TEST,-0.4665107600,0.3180891200
spatial,0,C,ACTIVITY,RF,0.23242492446844465,395,TEST,0.0759332200,0.3452763200
spatial,0,C,ACTIVITY,SVR,0.23113519130678245,395,TEST,0.0439702900,0.3750597500
spatial,0,C,ACTIVITY,MLP,0.14634538309235315,395,TEST,-0.1535427500,0.3210814100
spatial,0,C,ACTIVITY,MLR,0.12340465561953795,343,TEST,-1.0701159200,0.3245751400
spatial,0,C,ACTIVITY,RF,0.2261722273785612,343,TEST,0.0868849900,0.3353270200
spatial,0,C,ACTIVITY,SVR,0.2277352338512932,343,TEST,-0.0012444700,0.4057922600
spatial,0,C,ACTIVITY,MLP,-0.14962878595100546,343,TEST,-4.1284768900,0.3183284000
spatial,0,C,ACTIVITY,MLR,0.06292059687157656,291,TEST,-0.7166221400,0.3202809200
spatial,0,C,ACTIVITY,RF,0.2259772679031301,291,TEST,0.0884365200,0.3682346100
spatial,0,C,ACTIVITY,SVR,0.20075526295017224,291,TEST,0.0311916800,0.3877720600
spatial,0,C,ACTIVITY,MLP,-0.07213713970728412,291,TEST,-2.2104627600,0.3062077600
