timepoint,R^2,set,model,context,response,feature,se
8,0.21212262091114975,TEST,SVR,CH,SYMMETRY,topo,0.02306546912189314
8,0.4105986538991876,TRAIN,MLP,CH,SYMMETRY,topo,0.005593062447656226
8,0.23742170378878485,TEST,MLP,CH,SYMMETRY,topo,0.02023418400801281
8,0.14492091974113244,TRAIN,MLR,CH,ACTIVITY,spatial,0.0076267627629551865
8,0.07532078981714908,TEST,MLR,CH,ACTIVITY,spatial,0.0088056887505073
8,0.15558273789181043,TRAIN,RF,CH,ACTIVITY,spatial,0.005258664605214454
8,0.08772416862724658,TEST,RF,CH,ACTIVITY,spatial,0.007600684888685695
8,0.2041477296308078,TRAIN,SVR,CH,ACTIVITY,spatial,0.006007616151110654
8,0.047378961005784384,TEST,SVR,CH,ACTIVITY,spatial,0.008820590120364907
8,0.33460844031697884,TRAIN,MLP,CH,ACTIVITY,spatial,0.041222498110605355
8,0.026611834499800015,TEST,MLP,CH,ACTIVITY,spatial,0.03315688012937559
8,0.6190921419449642,TRAIN,MLR,CH,GROWTH,spatial,0.004839026736034583
8,0.4427829113438532,TEST,MLR,CH,GROWTH,spatial,0.019967590346704405
8,0.41864141638010777,TRAIN,RF,CH,GROWTH,spatial,0.005849434179396986
8,0.22950401779425866,TEST,RF,CH,GROWTH,spatial,0.018754798410155277
8,0.6066257249860142,TRAIN,SVR,CH,GROWTH,spatial,0.007549247763555707
8,0.38060561553170563,TEST,SVR,CH,GROWTH,spatial,0.0157917389674623
8,0.6551385598826944,TRAIN,MLP,CH,GROWTH,spatial,0.0027600089813897433
8,0.42871463947456123,TEST,MLP,CH,GROWTH,spatial,0.014439635976799184
8,0.4636080757287989,TRAIN,MLR,CH,SYMMETRY,spatial,0.007169919272312138
8,0.3343741071274855,TEST,MLR,CH,SYMMETRY,spatial,0.012939927832135274
8,0.4031089973496143,TRAIN,RF,CH,SYMMETRY,spatial,0.0036316824477196745
8,0.15718321114304418,TEST,RF,CH,SYMMETRY,spatial,0.015267716181184046
8,0.5156522481643997,TRAIN,SVR,CH,SYMMETRY,spatial,0.006154569752138004
8,0.2769887932010541,TEST,SVR,CH,SYMMETRY,spatial,0.025090099455367686
8,0.5528364016101657,TRAIN,MLP,CH,SYMMETRY,spatial,0.004738972553343861
8,0.27730089604464114,TEST,MLP,CH,SYMMETRY,spatial,0.014572397044792436
15,0.17563417833839956,TRAIN,MLR,CH,ACTIVITY,naive,0.009639382104188224
15,0.07678940219393122,TEST,MLR,CH,ACTIVITY,naive,0.028087871351276317
15,0.1514755025423721,TRAIN,RF,CH,ACTIVITY,naive,0.007132033928802627
15,0.07115034517841075,TEST,RF,CH,ACTIVITY,naive,0.008829509286158587
15,0.12358601211363225,TRAIN,SVR,CH,ACTIVITY,naive,0.006806714615496734
15,0.11050735010218085,TEST,SVR,CH,ACTIVITY,naive,0.0080373608680195
15,0.28734240901463975,TRAIN,MLP,CH,ACTIVITY,naive,0.028472107568585862
15,0.13588414722860453,TEST,MLP,CH,ACTIVITY,naive,0.019749466689232532
15,0.28600776307841863,TRAIN,MLR,CH,GROWTH,naive,0.008919561285135233
15,0.19786906883240032,TEST,MLR,CH,GROWTH,naive,0.020928277638044564
15,0.49420122267917693,TRAIN,RF,CH,GROWTH,naive,0.00853029619659536
15,0.23362212351608277,TEST,RF,CH,GROWTH,naive,0.019100827765498023
15,0.515747864987099,TRAIN,SVR,CH,GROWTH,naive,0.008864151030382437
15,0.24867520029663592,TEST,SVR,CH,GROWTH,naive,0.016150219303693546
15,0.5258575471529782,TRAIN,MLP,CH,GROWTH,naive,0.010442095102041353
15,0.3861540038597982,TEST,MLP,CH,GROWTH,naive,0.021236179101953297
15,0.2700888155050958,TRAIN,MLR,CH,SYMMETRY,naive,0.0069338106269940004
15,0.18449097733250572,TEST,MLR,CH,SYMMETRY,naive,0.017537604030478555
15,0.3668461274688452,TRAIN,RF,CH,SYMMETRY,naive,0.003981101193219894
15,0.17751628570034234,TEST,RF,CH,SYMMETRY,naive,0.010557978121811895
15,0.2653774174330738,TRAIN,SVR,CH,SYMMETRY,naive,0.0036515291851770874
15,0.19888711970565723,TEST,SVR,CH,SYMMETRY,naive,0.012761686136417176
15,0.5222872871410006,TRAIN,MLP,CH,SYMMETRY,naive,0.012097922178724047
15,0.2504851006034499,TEST,MLP,CH,SYMMETRY,naive,0.021191415216389054
15,0.28489123402180616,TRAIN,MLR,CH,ACTIVITY,topo,0.010072501863955247
15,0.1385371997428715,TEST,MLR,CH,ACTIVITY,topo,0.029770785111420374
15,0.21318591246697421,TRAIN,RF,CH,ACTIVITY,topo,0.006013417041985629
15,0.08860689866054013,TEST,RF,CH,ACTIVITY,topo,0.027456404252209795
15,0.2871355704222009,TRAIN,SVR,CH,ACTIVITY,topo,0.008938607610436869
15,0.16110843071341147,TEST,SVR,CH,ACTIVITY,topo,0.018439540185440324
15,0.5034098593935594,TRAIN,MLP,CH,ACTIVITY,topo,0.028143488265395963
15,0.08245836024655925,TEST,MLP,CH,ACTIVITY,topo,0.02217043260654088
15,0.5533703083336403,TRAIN,MLR,CH,GROWTH,topo,0.004403519612453077
15,0.4795479455755786,TEST,MLR,CH,GROWTH,topo,0.011323334015641229
15,0.3402237390516779,TRAIN,RF,CH,GROWTH,topo,0.008608494045569785
15,0.24887466219746632,TEST,RF,CH,GROWTH,topo,0.012192154534418482
15,0.5956123450852613,TRAIN,SVR,CH,GROWTH,topo,0.007286238358488641
15,0.4781002682746502,TEST,SVR,CH,GROWTH,topo,0.0169455138139735
15,0.6596009997968879,TRAIN,MLP,CH,GROWTH,topo,0.004866930264383021
15,0.49448593406364233,TEST,MLP,CH,GROWTH,topo,0.0336858123395869
15,0.5046637027476047,TRAIN,MLR,CH,SYMMETRY,topo,0.0049490830236262095
15,0.42962002551062134,TEST,MLR,CH,SYMMETRY,topo,0.014688443513917258
15,0.4019705444475913,TRAIN,RF,CH,SYMMETRY,topo,0.004254296979987496
15,0.1848560521270768,TEST,RF,CH,SYMMETRY,topo,0.010142527957639005
15,0.565022735872759,TRAIN,SVR,CH,SYMMETRY,topo,0.006662354814113306
15,0.4194563279834284,TEST,SVR,CH,SYMMETRY,topo,0.017708755594664456
15,0.5710283784665295,TRAIN,MLP,CH,SYMMETRY,topo,0.006027129177878132
15,0.42059565496701135,TEST,MLP,CH,SYMMETRY,topo,0.014832019748599691
15,0.2172098032386299,TRAIN,MLR,CH,ACTIVITY,spatial,0.011654080389366156
15,0.14472925066900272,TEST,MLR,CH,ACTIVITY,spatial,0.023573898116625688
15,0.2084432081598452,TRAIN,RF,CH,ACTIVITY,spatial,0.007513100175646208
15,0.08574121892570556,TEST,RF,CH,ACTIVITY,spatial,0.009172999080618992
15,0.32639349435357534,TRAIN,SVR,CH,ACTIVITY,spatial,0.01590071704355864
15,0.15620372380577435,TEST,SVR,CH,ACTIVITY,spatial,0.022394178030712038
15,0.5508255130327468,TRAIN,MLP,CH,ACTIVITY,spatial,0.02654376547840732
15,0.17733971324854464,TEST,MLP,CH,ACTIVITY,spatial,0.03461109901453964
15,0.6796969108415553,TRAIN,MLR,CH,GROWTH,spatial,0.0028803512473561327
15,0.5196139063268916,TEST,MLR,CH,GROWTH,spatial,0.02904152608856207
15,0.5323937725338126,TRAIN,RF,CH,GROWTH,spatial,0.0036604566551118062
15,0.3867348048683447,TEST,RF,CH,GROWTH,spatial,0.022544269208971558
15,0.6483285974147188,TRAIN,SVR,CH,GROWTH,spatial,0.005208456132593387
15,0.5061215346574424,TEST,SVR,CH,GROWTH,spatial,0.021407261076454923
15,0.7076777411819599,TRAIN,MLP,CH,GROWTH,spatial,0.0038687772131476765
15,0.5629660859171126,TEST,MLP,CH,GROWTH,spatial,0.01875323781439078
15,0.5725711386455767,TRAIN,MLR,CH,SYMMETRY,spatial,0.008485130960884471
15,0.467926458848829,TEST,MLR,CH,SYMMETRY,spatial,0.019366502395994325
15,0.4871857130350338,TRAIN,RF,CH,SYMMETRY,spatial,0.005787146348841681
15,0.2985898886001775,TEST,RF,CH,SYMMETRY,spatial,0.011701231350805573
15,0.6048855994208853,TRAIN,SVR,CH,SYMMETRY,spatial,0.004742401557501856
15,0.471369923424884,TEST,SVR,CH,SYMMETRY,spatial,0.012643245946303646
15,0.6247805113220962,TRAIN,MLP,CH,SYMMETRY,spatial,0.0064570246701355855
15,0.49465191365059014,TEST,MLP,CH,SYMMETRY,spatial,0.021795722789777934
