feature,timepoint,context,response,model,train_r2s,R^2,test_r2s,num_observations,set,se_lower,se_upper
topo,8,C,GROWTH,SVR,"[0.7257255661338111, 0.7305601327295479, 0.7729473700778285, 0.7399063451146817, 0.7532089615670764, 0.7516898276284061, 0.7314005890811462, 0.7532408047191519, 0.7305972553031994, 0.737137152951063]",0.7426414005305912,"[0.6130917125536832, 0.5415930055627731, 0.5250681612805006, 0.583296030424014, 0.5357404252943617, 0.5496661944650203, 0.4819206195494522, 0.5418262171780469, 0.598938753789215, 0.5373368911689124]",450,TRAIN,0.7382078426259057,0.7470749584352768
topo,8,C,GROWTH,MLP,"[0.6349115516209846, 0.6376502206893861, 0.6781069540990876, 0.6766282209224848, 0.6275353987764357, 0.634911337563083, 0.6210248560271289, 0.6479553681282799, 0.6377493014879342, 0.6322684871739934]",0.6428741696488799,"[0.6056032682309866, 0.5888203274314817, 0.5189883567250391, 0.5070824158721263, 0.5884042921123502, 0.5407264796752702, 0.6330840759594241, 0.556516834951102, 0.5712858944024012, 0.5720369629238271]",450,TRAIN,0.6370329211085904,0.6487154181891693
topo,8,C,GROWTH,MLR,"[0.5797338835237941, 0.6283843675515061, 0.6060853890053572, 0.6222721705748018, 0.5888806618002522, 0.6228452660366471, 0.5974179390097001, 0.6002957470083932, 0.6161485870157153, 0.6268304122085473]",0.6088894423734714,"[0.6315253846696898, 0.52253878718227, 0.5392780440544378, 0.5284913128945066, 0.6260578282049253, 0.5389842647912703, 0.5900476907789862, 0.5997277401472447, 0.557196119473045, 0.5121895606711104]",500,TRAIN,0.6037980813254864,0.6139808034214564
topo,8,C,GROWTH,RF,"[0.6708169031619055, 0.6806382792788117, 0.6491926375109464, 0.6629281496815476, 0.6575779608547926, 0.6595858925044767, 0.6633324783228786, 0.6742688181169815, 0.6586128947371048, 0.66926767937815]",0.6646221693547595,"[0.5920301734421727, 0.46060081433531364, 0.6226755388233528, 0.5987520307594404, 0.5281781092694118, 0.5425190040430101, 0.5518969534614723, 0.5380107617610947, 0.5934877073027187, 0.5429761270430036]",500,TRAIN,0.661859509589924,0.667384829119595
topo,8,C,GROWTH,SVR,"[0.7128460549277863, 0.7389223419346467, 0.7474943764418176, 0.7428404490278759, 0.7435179539529214, 0.7602828271554867, 0.7394229566122157, 0.7124514249598223, 0.7241868690443305, 0.7501489492935774]",0.7372114203350479,"[0.6158019444490956, 0.5199662271597429, 0.5393649731630259, 0.5900003120925982, 0.5338779656692758, 0.49458083957120824, 0.5485008532543065, 0.6259855514705982, 0.6216344258458315, 0.5495629670757037]",500,TRAIN,0.732456367791722,0.7419664728783739
topo,8,C,GROWTH,MLP,"[0.6284882236338027, 0.6833367950380206, 0.6564817960340483, 0.6057420094494708, 0.6525160416528555, 0.6263482834149414, 0.6459557741666752, 0.6632944271513002, 0.6777669121043477, 0.6411200505473311]",0.6481050313192794,"[0.597338459903922, 0.49112583306840396, 0.5214966139307631, 0.6222653153018962, 0.5482376932187738, 0.5550452365034454, 0.6017398267926075, 0.5152433660316044, 0.5476043783460788, 0.6082869709082822]",500,TRAIN,0.6409303122312535,0.6552797504073054
topo,8,C,SYMMETRY,MLR,"[0.575320761960868, 0.41569325425611026, 0.39221089571985934, 0.4160936049112306, 0.42402564265363296, 0.41469481153670085, 0.4810654034303633, 0.32035007251540437, 0.4044073448360893, 0.5786356066605507]",0.442249739848081,"[-0.07813202772547623, 0.12441949725772983, 0.14918384453358036, -0.4639119973865722, -0.6106595885109676, -0.13425296547077092, -0.3537772192425406, -0.8289465599552985, -0.31626755730181433, 0.19771668244455431]",50,TRAIN,0.41794091405907136,0.4665585656370907
topo,8,C,SYMMETRY,RF,"[0.5739114534512382, 0.5393256678528191, 0.4262277570970334, 0.5874393733652492, 0.5174042012092817, 0.5082212030129819, 0.4811991966863304, 0.6102812344008693, 0.44122908357895296, 0.44293019585365645]",0.5128169366508412,"[0.1112071818600251, 0.12294384313565299, -0.39903429187536577, 0.39178146985821394, -0.14920816760522704, -1.480631561602419, -0.24685325755472776, -0.2208784385839746, -0.4958465591642156, -1.1385206751174874]",50,TRAIN,0.49331012791212786,0.5323237453895544
topo,8,C,SYMMETRY,SVR,"[0.4588230298849605, 0.582101294815315, 0.5212928960332406, 0.15262430704075014, 0.26642729053288006, 0.4510218621270248, 0.43311397598822776, 0.37004702902775255, 0.4824811157326724, 0.5514692992396768]",0.4269402100422501,"[-0.21870444336106964, -0.6503415817342963, 0.03558803099132535, -0.08295226827108682, -1.2158373807038676, -0.19492665291568367, -0.5313247043458718, -0.08810573794361543, -0.032173189889338705, -0.3094772185723764]",50,TRAIN,0.38725965064447565,0.4666207694400245
topo,8,C,SYMMETRY,MLP,"[-2.1919963566041645e-05, 2.072636240413317e-07, 0.14977680101881286, -9.448827338331967e-06, -9.84258710978736e-07, 4.358663426851095e-07, -5.38111321501944e-07, 7.858448150210862e-06, -1.3341623337215225e-06, 0.23909892592448068]",0.03888500031981399,"[-0.10396030326206906, -0.292063106982553, -0.28261230619909794, -1.151407516143637, -0.12357495855132195, -0.0034522366031297658, -0.39669937432964364, -0.0322275088026569, -0.006426861199540168, 0.236252226617227]",50,TRAIN,0.013491899950276283,0.06427810068935169
topo,8,C,SYMMETRY,MLR,"[0.13949470972103895, 0.3741472541580654, 0.4274686589181146, 0.5856367941278697, 0.3192773413409681, 0.3194412951801433, 0.3327390122386694, 0.4377663682844932, 0.2005241423650891, 0.3482659253750914]",0.3484761501709543,"[-0.29991666189211097, -0.25812583515595633, -0.21796773308369377, -0.04102087884713557, -0.06017211070375983, -0.09966514708117202, -0.544252935983619, 0.007359737430982061, -0.08844632082612969, 0.15166155044363927]",100,TRAIN,0.3112440309560332,0.3857082693858754
topo,8,C,SYMMETRY,RF,"[0.3805524853761345, 0.3936510952451989, 0.36040504508671956, 0.4361020312684677, 0.3727629871369327, 0.29034645146506577, 0.35809654767955035, 0.36503568962604804, 0.31173640386044, 0.4091742817883198]",0.36778630185328776,"[-0.03206192957277887, -0.2451547458207708, 0.20170847570040173, -0.1443767024429521, 0.2584379091271647, -0.21464094774860998, 0.00041707844109306613, -0.06897366332472732, -0.011381474539530423, -0.06600739711909442]",100,TRAIN,0.35492893206309606,0.38064367164347945
topo,8,C,SYMMETRY,SVR,"[0.5088971264496462, 0.34038897472138285, 0.37945951808328227, 0.32813182230135973, 0.43714406630353153, 0.4102505099300411, 0.38624797577779324, 0.38174565088338974, 0.501618131261709, 0.43728353016894583]",0.41111673058810816,"[-0.09032343045023494, -0.016130123501946647, -0.10282816721675148, -0.07707833226257632, -0.06616027569945238, -0.11560448662063738, 0.09064334411307029, -0.3370048380024282, -0.03982281930624443, 0.1761496048305169]",100,TRAIN,0.3928173895815545,0.42941607159466183
topo,8,C,SYMMETRY,MLP,"[0.1646959084331675, 0.2451705504042303, 0.3305225689286, 0.16548624227255404, 0.30142916709013523, 0.0001090453192489349, 0.11564353292246998, 0.3275273739504859, 0.24103499230493075, 0.2408668608078387]",0.21324862424336613,"[-0.24863562245596849, -0.11596425947087496, 0.022579960058108584, -0.336026952919229, -0.21032639429851874, -0.08994208738532827, 0.05859231086076411, -0.2172913700564112, -0.06742667801015578, -0.1650103625992081]",100,TRAIN,0.18214616087083013,0.24435108761590213
topo,8,C,SYMMETRY,MLR,"[0.14599827276596133, 0.08600217384716469, 0.16865499412405704, 0.1822592344844881, 0.14413446569854926, 0.23443342145336588, 0.10271662028450324, 0.1088765467320495, 0.27406889836508375, 0.14982328500880038]",0.1596967912764023,"[-0.08975523858393775, 0.09446081132106221, -0.31254550163353345, -0.16440388278387674, -0.05788350514532481, -0.07441091824517687, 0.023748939089676013, -0.08738508157210889, -0.12605357972887665, 0.036360565434458425]",150,TRAIN,0.1420776223673604,0.17731596018544418
topo,8,C,SYMMETRY,RF,"[0.24290549197362288, 0.3103509982109819, 0.32661183320489917, 0.26308349907719464, 0.2556509962986362, 0.24620179862194103, 0.3074517538703707, 0.27725931548243155, 0.3241270963430153, 0.27292958951053503]",0.2826572372593629,"[0.11549349569819112, -0.4520927636021208, -0.018249558215982065, -0.3488190467779875, -0.07599627699407163, 0.06666764262767122, 0.11149225635768745, 0.04033085156625904, 0.047785957788900046, -0.06774333647604625]",150,TRAIN,0.27307657893450366,0.2922378955842222
topo,8,C,SYMMETRY,SVR,"[0.4971464843084865, 0.3466939280346951, 0.5112045128587093, 0.3359575863611045, 0.3650907261075751, 0.388125330513049, 0.284888704567284, 0.4470137889378958, 0.3653862248080395, 0.47477599817028115]",0.40162832846671204,"[-0.1892507472214553, 0.0834296334481287, -0.4179872212223634, 0.05280141223033996, -0.0389300560585959, -0.114582580027911, 0.004054548791990076, -0.0708188343740408, -0.027838995455752302, -0.174612885887524]",150,TRAIN,0.37875247398829537,0.4245041829451287
topo,8,C,SYMMETRY,MLP,"[0.09311595964276054, 0.16820730464433442, 0.11029582026986484, 0.11076297195142104, 0.15605028057913317, 0.17486610673101266, 0.06577310124781244, 0.31075995862864847, 0.08748642338033963, 0.06945609551577003]",0.13467740225910976,"[-0.013733860199369508, 0.09814202998872301, 0.1059604967836405, 0.050065574085097375, 0.033752561900641465, -0.11440200106400633, 0.007847276319177365, -0.1436564297842815, -0.09373066591390167, -0.00838399390922695]",150,TRAIN,0.11269477776277188,0.15666002675544766
topo,8,C,SYMMETRY,MLR,"[0.2255889361865957, 0.10961440383560761, 0.11689253739141914, 0.12364270509207542, 0.09877402493932896, 0.051127191116103976, 0.13524657660117212, 0.2589929987834876, 0.1510354635968999, 0.1299495625241185]",0.14008644000668086,"[-0.04297459098464529, -0.012989271141774283, -0.0337293444708906, 0.09456239997003113, 0.07819361038721151, -0.014218294378600005, -0.09767677986656476, -0.10714331410704814, 0.0063284595586641235, 0.03561208377233538]",200,TRAIN,0.12190599161277424,0.15826688840058747
topo,8,C,SYMMETRY,RF,"[0.27054938863829003, 0.26225698864047775, 0.2038131769902355, 0.25047652674386267, 0.22559962027063019, 0.2846831274101217, 0.2523333159417043, 0.32205258731834674, 0.30005410042197767, 0.25183617339521147]",0.2623655005770858,"[0.006204677635671896, -0.01751796619949819, 0.0091646957685797, -0.03524938839888314, 0.033138352201217525, 0.007184502728755593, 0.009977049939219884, -0.04492907221267872, -0.06980066867391899, 0.07912752727399086]",200,TRAIN,0.2520306049034852,0.27270039625068637
topo,8,C,SYMMETRY,SVR,"[0.44032024139461445, 0.42324170575263453, 0.4704063656630336, 0.41813019708322596, 0.4502094620003608, 0.43707595180888426, 0.3811702072333245, 0.4415293894176858, 0.393766634729357, 0.448401051942628]",0.4304251207025748,"[-0.09573921546538844, -0.16843231150793359, -0.31949444177608877, -0.23896644649137921, -0.14836556323201577, 0.03106656002899033, -0.5373053278367932, -0.03533253016467919, -0.051862116699734395, -0.08231382993643899]",200,TRAIN,0.42233119479693715,0.4385190466082125
topo,8,C,SYMMETRY,MLP,"[0.02399109696354107, 0.002375022523075865, 0.05418121215610139, 0.06327428458716988, 0.06236585486626267, 0.10916907221660865, 0.07073673219249277, 0.22205542623126118, 0.13818788221799427, 0.10279014969529154]",0.08491267336497993,"[-0.027126516528428235, -0.03961472854814296, 0.022412305023964074, 0.010953952115137389, -0.013171594199162584, 0.050595995034706576, -0.009940881982682503, -0.1549762507374015, 0.024186252135431352, -0.039875279850744016]",200,TRAIN,0.06615095148918368,0.10367439524077618
topo,8,C,SYMMETRY,MLR,"[0.053811581881225146, 0.07205661412079167, 0.12853286605652603, 0.12416140556157307, 0.1787902621157571, 0.08571789386896123, 0.036281381514319255, 0.10051222123289427, 0.12974379488469712, 0.09580124535183909]",0.1005409266588584,"[0.06201265203960438, -0.004150067992051865, -0.020533353064108528, 0.1093981644658909, -0.15917339506737194, -0.001519399195527793, 0.012065029164159635, -0.09766055417672725, 0.07401883822539201, 0.11070457194921068]",250,TRAIN,0.08801746616378019,0.11306438715393662
topo,8,C,SYMMETRY,RF,"[0.21085524232814046, 0.23031535363896027, 0.21903457888416056, 0.2142703620500782, 0.25081800977604496, 0.27712431696714657, 0.21408222568103286, 0.17327722010419988, 0.20663007052346705, 0.21855459765358898]",0.221496197760682,"[0.09067661879180178, 0.054855118843667894, -0.009306963806123392, 0.05937242950348964, -0.10416619385822279, 0.005310355211771589, 0.11915909460482621, 0.11419163994493375, 0.006186329118824441, -0.028462004904668214]",250,TRAIN,0.21324197002157597,0.22975042549978802
topo,8,C,SYMMETRY,SVR,"[0.5113572010421126, 0.4798143346220304, 0.4327427621188299, 0.41667471451127436, 0.5105094584629837, 0.36606747941421847, 0.3472566248810832, 0.39076785489637045, 0.4058551222616943, 0.3599562339559661]",0.4221001786166564,"[-0.29104891018415424, 0.06198060442219033, -0.20981184340834336, -0.08091142192773537, -0.01198702300605814, -0.06356457530497828, -0.17013741856820763, -0.10772188111671888, -0.10761473262501453, -0.013116015074075893]",250,TRAIN,0.4039053035133926,0.44029505371992017
topo,8,C,SYMMETRY,MLP,"[0.06445354716746043, 0.20090575709175174, 0.1831712679503309, 0.22578264573050166, 0.12519365785073688, 0.14234162127152594, 0.08718557626665024, 0.219329043872577, 0.21518027879255885, 0.10607581813664202]",0.15696192141307358,"[0.041030045864319575, -0.07787474394820437, -0.06509305079567218, 0.06905081147533654, -0.012244715155191432, 0.12189456154082312, 0.030640585985675317, -0.045203515704318686, -0.08419547517867798, -0.03002001382322761]",250,TRAIN,0.13910912705597134,0.17481471577017582
topo,8,C,SYMMETRY,MLR,"[0.13594936806292746, 0.058734651748218014, 0.11469885913511935, 0.1196480652864862, 0.11979066417283757, 0.09298411666118955, 0.21664060810871721, 0.10408708464344318, 0.0702085625320723, 0.09433787614405997]",0.11270798564950706,"[0.017106349075495686, 0.005034342822014981, 0.006878109722613157, -0.030120173017578855, -0.01773050617294869, 0.0339282482827592, -0.1286962432534995, -0.03979909811759419, 0.011054343151471357, 0.07390327435812427]",300,TRAIN,0.0996831716053814,0.1257327996936327
topo,8,C,SYMMETRY,RF,"[0.23448835179559469, 0.2278171542786207, 0.18211102323598372, 0.21383036599640393, 0.20968648721533145, 0.15642240311237354, 0.19401768973001055, 0.21211336455954954, 0.18733368662950722, 0.15254189404983498]",0.19703624206032105,"[-0.032307714320438885, 0.06417428999172481, 0.0645501821218486, 0.021662046725109296, 0.06846510054983612, 0.1033886622624981, 0.002750711579493692, 0.06379558799891838, 0.05000179216430489, 0.01769622464011178]",300,TRAIN,0.18868473900954388,0.20538774511109822
topo,8,C,SYMMETRY,SVR,"[0.40279232402183995, 0.4343272958464427, 0.41918667794058495, 0.42100926084759815, 0.38570430445630266, 0.3779847960197733, 0.42864566454928765, 0.4329330628118493, 0.41361755471235173, 0.46348187793343765]",0.4179682819139468,"[-0.16171465330789725, -0.052429672815924144, -0.053557008946805595, -0.15075955492114534, 0.03152698344271865, -0.12951322047693292, 0.04016212288829546, 0.0464690826002917, -0.26858555144398344, -0.1554641991010386]",300,TRAIN,0.4105005715022825,0.42543599232561113
topo,8,C,SYMMETRY,MLP,"[0.23750113948922502, 0.11079056100688689, 0.08083281859812042, 0.18422135696953135, 0.1507529784045477, 0.18565895938314803, 0.19333970228246022, 0.1622113582621959, 0.2213160070241159, 0.1339576525343934]",0.16605825339546249,"[-0.2029784655155662, -0.013705802895021879, 0.03651129912264528, 0.007636840052280269, -0.06857135673994819, 0.056606660495188144, 0.06402573652740418, -0.0689800369704503, -0.09703874867736229, -0.11669666308893722]",300,TRAIN,0.15149348084377703,0.18062302594714794
topo,8,C,SYMMETRY,MLR,"[0.07209962356169619, 0.09818981420456341, 0.08945731841878157, 0.1258858222763849, 0.06906461177933843, 0.11007273482557767, 0.07754860152619236, 0.07300582199786243, 0.05765460837566372, 0.10909410649556472]",0.08820730634616254,"[0.07132481536117219, -0.016340284224292123, 0.013840954779531622, 0.02566093803787528, 0.016392433303612064, -0.08603423669019294, 0.020614155256306166, 0.07918813430191707, 0.05564317064539859, 0.025072600493277197]",350,TRAIN,0.08161997030860584,0.09479464238371925
topo,8,C,SYMMETRY,RF,"[0.19239673864061657, 0.16339759449197855, 0.202371112573134, 0.1682072548091471, 0.18357124938773584, 0.17263235830854984, 0.1565833550076794, 0.22442139264911665, 0.17963770892240138, 0.13841076057804502]",0.1781629525368404,"[0.05824742847036679, 0.030089056918153667, -0.0002974362834151645, 0.07222350036228897, 0.010214182940337158, 0.09047858130757214, 0.04972281919867061, -0.02858708194081716, 0.046113226586167455, 0.07846812368942202]",350,TRAIN,0.17084616463159008,0.1854797404420907
topo,8,C,SYMMETRY,SVR,"[0.40801360632181694, 0.3503748531220462, 0.389814940259247, 0.4002888332994614, 0.3988226415127648, 0.39996525263689275, 0.36141119376957787, 0.37020280788664706, 0.3522647625348829, 0.3473192650591138]",0.37784781564024505,"[-0.1865543981158022, 0.11874532480034927, 0.06435536641062756, -0.08006841287211075, -0.19069362689854796, 0.10609247919149223, -0.010007723636448862, -0.04285901030927608, 0.036514431250665225, 0.0033121542665661696]",350,TRAIN,0.3706674479820187,0.3850281832984714
topo,8,C,SYMMETRY,MLP,"[0.16344961223753063, 0.08206494213858506, 0.22475522657525038, 0.09170545035618238, 0.16153860463346514, 0.13822291989278357, 0.17291807608376009, 0.1757455381992542, 0.13636768972285895, 0.175606981961121]",0.15223750418007914,"[-0.11925198787404145, 0.02100843863445867, -0.13235049125454879, 0.07677087570763264, -0.025360633368813446, 0.00229574949175404, -0.10263542754842359, 0.003222908360347332, 0.0004899771153006327, -0.005715168071628973]",350,TRAIN,0.13957493505100962,0.16490007330914866
topo,8,C,SYMMETRY,MLR,"[0.1106385789786487, 0.10545803167573486, 0.05548852580029384, 0.06038361418144267, 0.08950304065777259, 0.07533946204458764, 0.13914946140257378, 0.08716399411419706, 0.08223667406587032, 0.0682549951724628]",0.08736163780935842,"[-0.007851051355232341, 0.02329637434999632, 0.037870986745145996, 0.02737207890147364, 0.05277136861767928, -0.0002767931325264872, -0.04395670123520756, 0.024509158994319713, 0.058055459069133786, 0.06377902000991409]",400,TRAIN,0.07972261327265678,0.09500066234606006
topo,8,C,SYMMETRY,RF,"[0.19165804504164385, 0.16821251821416616, 0.17125046225257412, 0.16643122628848894, 0.15691750898098134, 0.16405246891976166, 0.17046782140919914, 0.16838427801660805, 0.20652387467664446, 0.1755246348867343]",0.1739422838686802,"[0.013480871938162942, 0.04149147553595778, 0.03152275361750556, 0.03862339848006191, 0.03402803798514731, 0.10259799502356892, 0.0070715338895203095, 0.008178586550396272, 0.06733008118828199, 0.04246109910353957]",400,TRAIN,0.16957763163690312,0.17830693610045725
topo,8,C,SYMMETRY,SVR,"[0.4334924872281958, 0.3922038968306487, 0.3936134796136773, 0.3978708868700773, 0.34889390660161645, 0.3996016371412102, 0.36701593241484054, 0.39168283935753645, 0.3531262602690387, 0.3777475572102693]",0.3855248883537111,"[-0.07649116493721797, 0.030306191160291873, -0.07943350943490901, -0.025875968502339086, 0.011094473136516236, -0.13948909316689395, -0.08532732171761914, -0.06019665773983629, -0.07758897412167376, 0.04560963169081644]",400,TRAIN,0.37804558881665534,0.3930041878907669
topo,8,C,SYMMETRY,MLP,"[0.09623707746461485, 0.10262482842823173, 0.14361574340947547, 0.1152135936442964, 0.15896191619638733, 0.12324650516613023, 0.157896564655438, 0.1759245386620768, 0.11612303512584654, 0.14300697889848502]",0.13328507816509827,"[0.005696586405901094, 0.024974652303053735, -0.012356567102241867, 0.08908316225083146, -0.020178402670135265, 0.05089451600966144, 0.027807593660950647, -0.028243835910621184, 0.032873552666523254, 0.08140424604437113]",400,TRAIN,0.12533594024955283,0.1412342160806437
topo,8,C,SYMMETRY,MLR,"[0.10539842841942126, 0.060058756019851556, 0.07943856764425838, 0.08615449842837819, 0.09200693246506908, 0.11418962659244658, 0.0822237556867047, 0.06079118655019311, 0.08964410039890947, 0.0567503443267533]",0.08266561965319856,"[0.0008847593332805825, 0.04279453767405361, 0.018731194288091002, 0.004117322110654187, 0.011744768218007517, -0.0039078967579404544, -0.01988263980676952, 0.04809119758751523, -0.026571719381620396, 0.04274990899028486]",450,TRAIN,0.07689461721672694,0.08843662208967018
topo,8,C,SYMMETRY,RF,"[0.17649492513663378, 0.16823376773710919, 0.18042489660791305, 0.159852312907516, 0.1653149517082566, 0.14295582687781272, 0.16109677141429035, 0.15979297901302247, 0.1452877508613526, 0.1743756066029324]",0.16338297888668393,"[0.04998493104443036, -0.03404684636994837, 0.022834271318327715, 0.04130504174370331, 0.03147680681640308, 0.07304512875191971, 0.03553320031053042, 0.02329168020681749, 0.08219012934655012, 0.032163840654721665]",450,TRAIN,0.159660430173665,0.16710552759970287
topo,8,C,SYMMETRY,SVR,"[0.38438017004572667, 0.39255602016049207, 0.34154846219160007, 0.37088493307640746, 0.3605490030210098, 0.3672621540146044, 0.36510102122601906, 0.36226629623797646, 0.3727834158333253, 0.40842616613013405]",0.3725757641937295,"[0.08067108888268748, -0.06481623631409184, -0.1188555632635655, -0.038278298208726635, -0.004470257186451443, -0.03518121664439611, 0.007599497785897968, -0.013636284544867872, -0.09683180065965691, -0.11222956768651349]",450,TRAIN,0.3669860989148195,0.37816542947263954
topo,8,C,SYMMETRY,MLP,"[0.13618130993814104, 0.09565270171493923, 0.12826759876196814, 0.1898089413392856, 0.18428334526891832, 0.1335278560204135, 0.11778580170087694, 0.14385066414616388, 0.17559655209545688, 0.08510702560140171]",0.13900617965875656,"[0.0100790405567871, 0.08778573360319497, 0.05370983967436593, -0.015658262413359658, -0.03002442878249645, -0.004632177236424173, -0.01737500762406241, -0.037301074284272095, 0.010883432945580807, 0.056390602359833064]",450,TRAIN,0.12833775754385862,0.1496746017736545
topo,8,C,SYMMETRY,MLR,"[0.07383165510409428, 0.06387328767590428, 0.07882196336906455, 0.0789685188467556, 0.0788546362847734, 0.06889704012795328, 0.08616567983900159, 0.10426231110721984, 0.06514142876896634, 0.05559680250644572]",0.0754413323630179,"[0.04735498127616755, 0.04439984229713689, 0.038748272160245234, 0.03165240999974295, 0.04394183037573385, 0.033386268161470056, 0.02892590896902969, -0.02814470728049434, 0.04418797410409181, 0.032908499424993076]",500,TRAIN,0.07136663892963449,0.0795160257964013
topo,8,C,SYMMETRY,RF,"[0.1763899290976566, 0.14586710361152944, 0.14280464132544612, 0.15342363288986638, 0.1467691327745333, 0.12824492777351737, 0.15088158492791082, 0.1626612266463494, 0.15033672160144496, 0.16445426904674498]",0.15218331696949994,"[-0.028612364206448637, 0.0558829338140191, 0.05212612940053929, 0.04633326540359295, 0.06094427406643699, 0.09170945694198473, 0.05965662264885507, 0.024621022897186373, 0.06640095546061786, 0.04553463472450925]",500,TRAIN,0.14820439788643208,0.1561622360525678
topo,8,C,SYMMETRY,SVR,"[0.38906250958348143, 0.3876582156814644, 0.35819740857667015, 0.3779070666793072, 0.35746902594326213, 0.34721697092908765, 0.35060629277120536, 0.3780712514929644, 0.3696001093615069, 0.3780202267177001]",0.36938090777366495,"[-0.03885880810694853, -0.01657648558049507, -0.00334993290240293, -0.017296968112945565, -0.012056906935766998, 0.004429924052200551, -0.010892296381135314, -0.12710261402761192, -0.06318027898607492, -0.014843039942076919]",500,TRAIN,0.3648476764505081,0.3739141390968218
topo,8,C,SYMMETRY,MLP,"[0.10586969087873321, 0.165696413104785, 0.18359814426232302, 0.10778445751632204, 0.14566431117830825, 0.17917810605877027, 0.11094021623222339, 0.18419995820874313, 0.1608225472794862, 0.17536444055653777]",0.15191182852762325,"[0.06836154115011317, -0.06561872845045635, -0.03574732248329893, 0.053667699502387034, 0.024821088790975332, -0.022929331457126834, 0.04559221031515148, -0.09758201095348773, 0.014503281335397467, -0.03014146809301943]",500,TRAIN,0.1422194375409106,0.1616042195143359
spatial,8,C,ACTIVITY,MLR,"[0.875573039541614, 0.6550693098118481, 0.6328662451076292, 0.6875414223543874, 0.7346342992666033, 0.7431128389279438, 0.7202606900144961, 0.8373044950088824, 0.8222397528765188, 0.7511855651038191]",0.7459787658013742,"[-0.3857179935543438, -0.9881414890912907, -1.7016870567005822, 0.09852535372487448, 0.22095051177011937, 0.016071295199714397, 0.40275150006600113, 0.16491960334003408, -1.2339135172899378, -0.370452358112878]",50,TRAIN,0.7222616542518364,0.769695877350912
spatial,8,C,ACTIVITY,RF,"[0.49569801196703456, 0.5890545393241945, 0.6887228594868375, 0.45744943140943717, 0.7316178213044982, 0.629506928253093, 0.5325513079265582, 0.6276165173771752, 0.6804450864702831, 0.4866606247917167]",0.5919323128310828,"[0.25860595688811094, -0.07013892066193916, 0.5753565105789106, -0.17403321281872608, -0.0027639583847676175, 0.2850779438409884, -0.008786440059250111, -0.12049140609139153, -0.10836673264967511, -0.04576420173754747]",50,TRAIN,0.5634080466425117,0.620456579019654
spatial,8,C,ACTIVITY,SVR,"[0.6268180043518593, 0.5986471815517189, 0.813399019757422, 0.5152075360078429, 0.7609944545538425, 0.6698877199504818, 0.5518161084594764, 0.7201854619023451, 0.6618404217376058, 0.7229661872870654]",0.664176209555966,"[-0.051111328741599626, -0.3233553378430598, 0.38065008846423654, 0.13807342296131486, 0.33109517030445523, -0.14733074847026706, 0.33732283453680134, 0.11166477823544851, 0.2218847616014996, 0.3069168133002258]",50,TRAIN,0.6361086585835378,0.6922437605283942
spatial,8,C,ACTIVITY,MLP,"[0.8976379119709554, 0.9147228228333852, 0.8492964704489102, 0.9145898245499497, 0.8582442911762975, 0.8477720156027518, 0.865011870330001, 0.8818964945599881, 0.9081974690760314, 0.9310458767807213]",0.8868415047328991,"[-0.0964233667279939, -0.5721746570149993, 0.023635482939880048, -6.843941828036572, -0.7878144039249395, -0.5514900101312443, -0.713108273020624, -1.2070948980670337, -2.1748543186333946, -1.2853622573333143]",50,TRAIN,0.8777152543805583,0.89596775508524
spatial,8,C,ACTIVITY,MLR,"[0.49327237815201574, 0.4591501532608633, 0.540397225065534, 0.6253983296297672, 0.5312035830657232, 0.632836011005143, 0.6299212100633579, 0.5810874813671171, 0.6083672567977035, 0.5706669601310874]",0.5672300588538313,"[0.09364103338980279, 0.13163267070492735, -0.3167039260500719, 0.3614485413911367, -0.1045758869991793, 0.3571409776513855, -0.19068408873609788, -0.8311310419490407, 0.0694339384840208, 0.3686981201448487]",100,TRAIN,0.549151648779632,0.5853084689280306
spatial,8,C,ACTIVITY,RF,"[0.4800469081611096, 0.5111523483933679, 0.6448745875161339, 0.6312648988808505, 0.43255690241257094, 0.5138531400669035, 0.4552909808791378, 0.5741412812218842, 0.4053335629107774, 0.4214686716000463]",0.5069983282042783,"[0.24779146284202014, 0.17837847553749087, 0.475754904364199, 0.10212948202781147, 0.1318101086512412, 0.2803792449263728, 0.17624035408204508, 0.1815587628223424, 0.25564354944140133, 0.3127027156450439]",100,TRAIN,0.48138250003426936,0.5326141563742871
spatial,8,C,ACTIVITY,SVR,"[0.5815657768773173, 0.4312345667622466, 0.688112425705229, 0.512748367077241, 0.5557976502204551, 0.6568850771208636, 0.5388142524876101, 0.5933428599876116, 0.5330913554266201, 0.5964891532198344]",0.5688081484885028,"[0.07874210896690603, 0.24259343358442498, 0.45290441144033844, -0.25762190598955215, 0.12051431333465235, 0.09711095282921456, 0.31369587417639244, 0.2726866754357957, 0.05560032519356306, 0.24373886602682793]",100,TRAIN,0.5469139052399014,0.5907023917371043
spatial,8,C,ACTIVITY,MLP,"[0.8319386062060936, 0.8184689923844594, 0.8342725167508594, 0.7997000377128668, 0.6972285242418637, 0.8059472934198758, 0.720118692357599, 0.7797649416240608, 0.7595488381100073, 0.7048381884891738]",0.7751826631296859,"[0.36844247950299047, -0.7422169275689781, 0.15781689644217733, -0.8808272540911755, -0.2822168620009142, -0.12517967560525523, -0.09662568752578538, -1.3240064329502843, -0.19351456616519225, 0.029981223414392466]",100,TRAIN,0.759544004034518,0.7908213222248537
